Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Military Tenure,Avg Commute Time,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Norman Hart,Caucasian,male,0.0,USA,24.0,94087,3,3.52,0.36,2.0,3.24,0.0,12.0,-1.02,3.67,2.21,1.57,Engineering,Ok,Good,0.0,0.0,0.0
Christopher Barbieri,African-American,male,0.0,USA,27.0,94109,3,3.03,0.16,4.5,2.6,0.0,48.0,0.8,2.21,0.73,1.3,Engineering,Very Good,Good,0.0,0.0,0.0
Mildred Davis,Caucasian,female,1.0,USA,27.0,94025,3,2.3,0.2,2.0,2.03,0.0,20.0,-0.31,0.0,-5.2,-4.59,Engineering,None,Good,0.0,0.0,0.0
Tony Mccracken,Caucasian,male,0.0,USA,27.0,95620,3,2.81,0.36,2.5,2.9,0.0,106.0,1.12,0.54,-2.14,-2.68,Engineering,Ok,Good,0.0,0.0,0.0
Steven Bristol,Caucasian,male,1.0,USA,30.0,94040,3,2.16,0.42,3.5,2.46,4.0,2.0,4.27,2.36,1.19,1.18,Engineering,Ok,Bad,0.0,0.0,0.0
Monty Leflore,Caucasian,male,0.0,USA,27.0,94566,3,3.4,0.56,4.0,3.05,0.0,35.0,-3.91,2.69,1.5,1.22,Engineering,None,Bad,0.0,0.0,0.0
Gerald Miller,Caucasian,male,0.0,USA,29.0,94595,3,3.04,0.44,5.0,2.68,0.0,56.0,-2.95,2.61,2.43,2.31,Engineering,None,Good,0.0,0.0,0.0
James Roberts,Caucasian,male,0.0,USA,30.0,94403,3,2.89,0.16,8.0,2.74,0.0,26.0,0.41,0.47,-2.82,-3.49,Engineering,Ok,Bad,0.0,0.0,0.0
Margaret Walker,Caucasian,female,0.0,USA,27.0,94014,3,3.64,0.24,5.0,3.3400000000000003,0.0,43.0,-0.1,1.12,-2.19,-1.73,Humanities,Very Good,Good,0.0,0.0,1.0
Rhonda Howard,Asian,female,1.0,USA,22.0,94105,3,2.23,0.38,0.0,2.05,0.0,45.0,2.87,3.43,4.39,3.21,Quantitative,Ok,Good,0.0,0.0,0.0
Carissa Fox,Other,female,0.0,USA,28.0,94131,3,2.98,0.1,5.0,1.2999999999999998,0.0,44.0,-0.24,2.84,1.48,1.73,Engineering,Ok,Good,0.0,0.0,0.0
Crystal Sandoval,Caucasian,female,0.0,USA,23.0,94085,3,3.38,0.16,-1.0,1.79,0.0,9.0,2.79,1.76,-2.3,-1.83,Engineering,None,Bad,0.0,0.0,0.0
Ashley Bennett,Caucasian,female,1.0,USA,27.0,94591,3,2.8,0.26,3.0,2.29,0.0,73.0,-2.18,3.5,1.87,1.24,Quantitative,Ok,Good,0.0,1.0,0.0
Tanya Jacobson,Asian,female,0.0,USA,23.0,94087,3,3.02,0.7,2.0,2.75,0.0,12.0,1.35,2.1,0.33,0.6,Quantitative,Very Good,Good,0.0,0.0,0.0
Helen Crook,Caucasian,female,0.0,Australia,26.0,94014,3,3.0,0.24,5.0,2.53,0.0,43.0,2.5,1.19,-2.95,-3.38,Quantitative,Ok,Bad,0.0,0.0,0.0
Paul Roberts,Caucasian,male,1.0,USA,27.0,94510,3,2.66,0.46,3.5,3.15,0.5,69.0,-2.2,0.18,-2.52,-2.4,Quantitative,None,Good,0.0,0.0,0.0
Pamela Hays,African-American,female,1.0,USA,30.0,94586,3,3.1,0.46,9.0,2.45,0.0,38.0,0.18999999999999995,2.95,1.03,0.95,Engineering,None,Good,0.0,0.0,0.0
Brian Westcott,Caucasian,male,1.0,USA,29.0,94043,3,3.19,0.78,7.0,4.16,0.0,6.0,1.26,2.27,0.29,-0.03,Engineering,Ok,Good,0.0,1.0,0.0
Robert Melara,Caucasian,male,0.0,USA,28.0,94105,3,2.76,0.42,1.0,2.38,2.5,45.0,0.68,2.96,0.46,1.81,Engineering,None,Good,0.0,0.0,0.0
Ralph Ruschmeyer,Other,male,2.0,China,25.0,94560,3,3.44,0.82,3.5,3.93,0.0,29.0,-0.62,0.41,-3.39,-1.68,Engineering,Very Good,Good,0.0,0.0,0.0
Patrick Johnson,Caucasian,male,0.0,USA,28.0,94025,3,3.33,0.32,1.0,2.47,1.0,20.0,-0.98,0.09,-2.21,-2.83,Engineering,Ok,Good,0.0,0.0,0.0
Helena Conner,African-American,female,0.0,USA,28.0,94028,3,1.77,0.16,3.0,0.1200000000000001,0.0,23.0,-1.2,0.79,-3.71,-3.09,Engineering,None,Bad,0.0,1.0,0.0
Helen Shea,Caucasian,female,0.0,USA,25.0,94720,3,2.79,0.44,4.0,3.16,0.0,58.0,-4.83,0.72,-1.89,-1.52,Engineering,Ok,Good,0.0,0.0,1.0
Stella Gooch,African-American,female,0.0,USA,29.0,94019,3,3.76,0.3,4.0,1.7599999999999998,2.5,46.0,0.72,0.47,-2.3,-2.14,Engineering,Ok,Bad,0.0,0.0,0.0
Victoria Dunn,Caucasian,female,1.0,USA,26.0,94109,3,2.96,0.66,2.5,2.61,0.0,48.0,2.8,2.2,0.14,0.17,Quantitative,Ok,Bad,0.0,0.0,1.0
William Wright,Caucasian,male,1.0,USA,23.0,94709,3,2.3,0.1,3.0,1.8,0.0,59.0,1.88,2.8,1.75,1.49,Engineering,Ok,Bad,0.0,1.0,0.0
James Hart,Hispanic,male,1.0,USA,26.0,94402,3,2.72,0.22,3.0,1.81,0.0,28.0,2.7,1.75,-0.42,-0.53,Quantitative,Very Good,Bad,0.0,1.0,1.0
Kenneth Suarez,Asian,male,0.0,USA,30.0,94085,3,3.08,0.38,4.0,3.29,0.0,9.0,-1.18,2.05,-0.61,-1.55,Quantitative,None,Good,0.0,0.0,0.0
Nellie Keller,Caucasian,female,1.0,USA,27.0,94040,3,3.12,0.46,3.0,2.76,0.0,1.0,1.61,1.64,0.68,0.57,Quantitative,Ok,Good,0.0,0.0,0.0
Shellie Smith,Asian,female,0.0,USA,24.0,94304,3,3.26,0.54,2.5,2.72,0.0,19.0,2.09,1.63,-0.43,-0.71,Sciences,None,Bad,0.0,0.0,0.0
Manuel Welch,Caucasian,male,0.0,USA,26.0,94403,3,3.01,0.4,3.5,3.33,1.0,26.0,-1.98,1.06,-2.4,-2.36,Quantitative,Ok,Good,0.0,0.0,0.0
Rafael Norris,Caucasian,male,0.0,Australia,26.0,94105,3,2.99,0.48,3.0,2.63,1.0,45.0,-2.25,2.6,2.11,2.3,Sciences,None,Bad,0.0,0.0,0.0
Linda Pena,African-American,female,2.0,USA,26.0,94566,3,3.34,0.28,5.5,2.22,0.0,35.0,-0.07,3.08,1.51,1.38,Engineering,None,Bad,0.0,0.0,0.0
Brian Reichmann,Caucasian,male,0.0,USA,30.0,94560,3,3.23,0.5,4.0,3.34,4.0,29.0,3.17,0.53,-3.41,-3.0,Engineering,Very Good,Good,0.0,0.0,1.0
Robert Hiles,African-American,male,0.0,USA,25.0,94595,3,1.62,0.1,2.0,1.21,2.0,56.0,-0.54,0.42,-2.0,-1.74,Quantitative,None,Good,0.0,1.0,1.0
Paul Althouse,Caucasian,male,0.0,USA,32.0,94609,3,2.72,0.34,6.5,3.4,0.0,50.0,1.7,0.0,-3.45,-3.28,Quantitative,Ok,Good,0.0,0.0,0.0
Daniel Strobeck,Other,male,0.0,China,26.0,94564,3,2.65,0.18,1.5,2.18,0.0,62.0,-3.47,1.9,1.86,2.46,Quantitative,Ok,Bad,0.0,0.0,1.0
Delbert Grubb,Caucasian,male,0.0,Canada,25.0,95035,3,3.76,0.58,4.0,3.21,0.0,18.0,-0.43,0.94,-2.54,-2.66,Quantitative,Ok,Good,0.0,0.0,0.0
Erin Everhart,Caucasian,female,2.0,USA,27.0,94085,3,2.26,0.42,3.0,1.9,3.0,9.0,2.0,1.73,-0.4,-0.31,Engineering,Ok,Good,0.0,1.0,0.0
Sandra Hucks,Caucasian,female,1.0,USA,30.0,94588,3,3.16,0.34,6.5,3.43,0.0,36.0,1.01,2.01,0.08,-0.29,Humanities,Very Good,Good,0.0,0.0,0.0
Eugene Yi,Caucasian,male,0.0,USA,27.0,94010,3,3.32,0.44,6.0,3.29,0.0,33.0,-3.48,0.0,-3.35,-2.63,Engineering,None,Bad,0.0,0.0,0.0
William Harrison,Caucasian,male,0.0,Australia,25.0,94707,3,2.85,0.34,4.0,3.1,0.0,61.0,-3.55,1.08,-2.87,-2.85,Engineering,None,Good,0.0,0.0,0.0
Daniel Shakir,Caucasian,male,0.0,USA,28.0,94560,3,2.74,0.42,2.0,2.12,2.5,29.0,1.11,2.36,-0.29,0.21,Engineering,None,Good,0.0,0.0,0.0
Omar Jones,Caucasian,male,0.0,USA,23.0,94114,3,2.16,0.34,0.0,2.05,0.0,47.0,-1.23,1.82,0.97,0.44,Engineering,Ok,Good,0.0,0.0,0.0
Judy Meredith,Caucasian,female,0.0,USA,27.0,94030,3,2.57,0.24,2.5,2.03,0.0,34.0,-1.27,0.0,-4.01,-4.0,Engineering,None,Good,1.0,1.0,0.0
Tara Pierce,Caucasian,female,1.0,USA,29.0,94043,3,2.71,0.34,5.0,2.41,0.0,6.0,3.89,1.24,-1.06,-0.79,Quantitative,None,Good,0.0,0.0,0.0
James Shady,Caucasian,male,0.0,USA,25.0,94544,3,2.83,0.26,2.0,2.35,0.0,31.0,1.13,0.53,-3.6,-2.95,Engineering,Ok,Good,0.0,0.0,0.0
Bryan Simpson,African-American,male,1.0,USA,27.0,94611,3,3.14,0.36,1.5,3.59,0.0,52.0,-4.21,3.05,1.12,0.4,Engineering,Ok,Good,0.0,0.0,0.0
Clarence Caesar,Caucasian,male,0.0,USA,27.0,94549,3,2.55,0.62,-1.0,1.81,0.0,53.0,-0.74,0.5,-3.1,-2.01,Humanities,None,Bad,0.0,1.0,0.0
Norman Teodoro,Caucasian,male,0.0,USA,28.0,94043,3,2.36,0.3,3.0,2.32,3.0,7.0,2.06,0.64,-2.83,-1.97,Engineering,Very Good,Bad,0.0,0.0,0.0
Robert Snider,Caucasian,male,2.0,USA,31.0,94544,3,3.06,0.22,8.0,3.78,0.0,32.0,0.97,3.36,0.81,1.07,Quantitative,Very Good,Good,0.0,0.0,0.0
Jennifer Reffett,Caucasian,female,1.0,USA,25.0,94028,3,3.84,0.52,4.0,4.33,0.0,23.0,1.88,0.0,-2.76,-1.49,Engineering,Very Good,Good,1.0,0.0,0.0
Benny Griffith,Asian,male,1.0,USA,23.0,95134,3,2.66,0.38,0.0,1.32,0.0,16.0,-2.24,2.42,-0.26,-0.19,Engineering,Ok,Good,0.0,1.0,1.0
Bobby Michaels,Caucasian,male,0.0,USA,25.0,94070,3,2.63,0.6,2.0,2.42,1.0,27.0,-1.6,1.41,-1.91,-1.31,Engineering,Ok,Bad,0.0,0.0,0.0
Isabel Werth,African-American,female,0.0,USA,29.0,94085,3,2.57,0.0,7.0,1.2200000000000002,0.0,9.0,0.74,1.56,-1.23,-1.14,Quantitative,Ok,Good,1.0,0.0,0.0
Cesar Driver,Caucasian,male,2.0,USA,28.0,94025,3,3.24,0.32,5.0,3.52,0.0,20.0,-1.44,0.92,-1.16,-0.93,Quantitative,Ok,Good,0.0,0.0,0.0
Brian Cantu,Asian,male,0.0,USA,21.0,95002,3,3.76,0.52,0.5,2.61,0.0,14.0,2.28,3.04,3.49,3.77,Engineering,None,Bad,0.0,0.0,0.0
Devin Barb,Other,male,1.0,USA,25.0,94040,3,2.36,0.48,3.5,3.18,0.0,4.0,3.12,2.03,0.72,-0.06,Sciences,None,Good,0.0,0.0,0.0
Sharon Chisholm,Caucasian,female,2.0,USA,26.0,94028,3,3.7,0.52,5.0,3.14,0.0,23.0,2.14,3.19,3.68,3.82,Engineering,Very Good,Bad,0.0,0.0,0.0
Ronald Quick,Caucasian,male,1.0,Canada,33.0,95002,3,2.83,0.2,6.0,2.72,0.0,15.0,-2.13,4.28,3.53,3.39,Engineering,Ok,Good,0.0,0.0,0.0
Marcella Hanson,Caucasian,female,1.0,USA,27.0,94131,3,2.71,0.48,5.0,3.11,1.0,44.0,-1.9,2.74,3.54,3.25,Quantitative,Very Good,Good,0.0,0.0,0.0
Toni Poole,Caucasian,female,0.0,USA,26.0,94544,3,3.34,0.64,2.0,2.66,0.0,31.0,1.83,1.56,-0.54,-0.39,Engineering,None,Bad,0.0,1.0,0.0
Maureen Gaillard,Caucasian,female,1.0,USA,29.0,94040,3,2.95,0.14,5.0,2.78,0.0,1.0,-3.04,2.52,0.13,0.28,Quantitative,Very Good,Bad,0.0,0.0,0.0
Kristin Beach,Other,female,0.0,USA,26.0,94566,3,2.3,0.64,2.5,0.45,0.0,35.0,-0.27,0.96,-1.25,-1.62,Engineering,None,Good,0.0,0.0,0.0
Myrna Kelemen,Caucasian,female,1.0,USA,22.0,94038,3,2.85,0.06,0.5,1.6800000000000002,0.0,57.0,0.34,3.52,-0.02,0.4,Engineering,None,Bad,0.0,0.0,0.0
Ellsworth Kunzel,Caucasian,male,2.0,USA,29.0,94010,3,4.11,0.54,4.0,3.85,0.0,33.0,-1.87,2.05,1.52,0.35,Quantitative,None,Bad,0.0,0.0,0.0
Robert Bouy,Caucasian,male,1.0,USA,25.0,94611,3,2.57,0.36,4.0,2.29,0.0,52.0,2.56,2.82,1.32,1.91,Sciences,None,Good,0.0,0.0,0.0
Richard Hilt,Asian,male,2.0,USA,27.0,94028,3,4.51,0.5,4.0,4.56,0.0,23.0,2.66,2.29,0.43,0.17,Sciences,None,Good,1.0,0.0,0.0
Kathryn Letko,Caucasian,female,1.0,USA,24.0,94707,3,3.12,0.3,3.5,2.65,0.0,60.0,-1.14,0.69,-3.03,-2.04,Engineering,None,Bad,0.0,0.0,0.0
Robert Jones,Caucasian,male,1.0,USA,24.0,94566,3,2.84,0.56,3.0,3.16,0.0,35.0,-0.75,1.52,-1.68,-0.84,Engineering,Very Good,Good,0.0,0.0,0.0
Kendall Pelley,Caucasian,male,0.0,USA,24.0,94587,3,2.3,0.54,1.0,2.85,0.0,30.0,0.66,2.42,0.8,0.15,Quantitative,Ok,Good,0.0,0.0,0.0
Patricia Mountain,Other,female,1.0,USA,28.0,94960,3,3.36,0.4,5.5,2.7,0.0,76.0,-0.72,1.47,-0.08,-0.41,Engineering,None,Good,0.0,1.0,0.0
Lauren Kopicko,Hispanic,female,1.0,USA,27.0,94560,3,2.82,0.48,4.0,1.5,0.0,29.0,2.13,1.28,-0.49,-1.28,Engineering,Ok,Bad,0.0,0.0,0.0
John Williams,Caucasian,male,0.0,USA,29.0,94595,3,3.02,0.42,5.5,3.22,0.0,56.0,-1.72,2.07,0.69,0.8,Quantitative,None,Good,1.0,0.0,0.0
Willie Leblanc,Caucasian,male,2.0,USA,24.0,94022,3,3.33,0.66,2.0,3.63,0.0,13.0,0.85,4.6,5.01,4.59,Quantitative,Very Good,Bad,0.0,0.0,0.0
Andrew Richardson,African-American,male,0.0,USA,27.0,95002,3,3.19,0.46,3.5,2.66,0.0,15.0,-0.32,2.99,1.31,2.35,Engineering,Ok,Bad,0.0,0.0,0.0
Misty Payne,Caucasian,female,1.0,USA,26.0,94903,3,2.51,0.26,2.0,1.59,0.0,70.0,-2.01,1.92,-1.35,-2.1,Sciences,Very Good,Bad,1.0,0.0,0.0
William Wunderlin,African-American,male,0.0,USA,27.0,95002,3,3.87,0.34,3.0,2.97,0.0,15.0,2.28,2.13,1.06,0.39,Humanities,Ok,Good,0.0,0.0,0.0
Charmaine Brazil,Caucasian,female,0.0,USA,31.0,94089,3,3.15,0.36,4.0,2.24,4.0,11.0,2.92,3.39,2.89,1.89,Quantitative,Very Good,Good,0.0,0.0,0.0
Alma Watkins,Asian,female,0.0,USA,25.0,95002,3,3.04,0.52,1.0,2.28,2.0,14.0,-0.16,2.79,2.38,3.09,Engineering,Ok,Good,0.0,0.0,0.0
Susan Compton,Asian,female,0.0,USA,24.0,94043,3,2.9,0.18,3.0,2.02,0.0,7.0,2.8,0.9,-2.1,-1.21,Quantitative,Ok,Bad,0.0,0.0,0.0
Nancy Chastain,Caucasian,female,1.0,Canada,27.0,94085,3,3.62,0.32,4.0,2.87,0.0,8.0,2.57,1.76,-1.19,-1.75,Quantitative,None,Good,0.0,0.0,0.0
Robert Levasseur,Caucasian,male,0.0,USA,30.0,94588,3,2.94,0.28,6.0,2.92,0.0,36.0,0.29,1.39,-2.37,-2.05,Sciences,Ok,Good,0.0,0.0,0.0
Shirley Fernando,Hispanic,female,1.0,USA,25.0,94085,3,3.05,0.52,2.5,1.69,0.0,8.0,-0.97,0.19,-3.41,-2.4,Engineering,Very Good,Good,0.0,0.0,0.0
Susan Price,Asian,female,2.0,USA,28.0,95002,3,2.6,0.48,6.5,3.87,0.0,15.0,2.08,4.38,3.48,3.22,Quantitative,Very Good,Good,0.0,0.0,0.0
Joshua Osmer,Caucasian,male,2.0,USA,27.0,94087,3,3.35,0.56,3.0,3.75,0.0,12.0,2.89,0.68,-0.72,-0.41,Engineering,Ok,Good,0.0,0.0,0.0
Barbara Salerno,African-American,female,0.0,USA,32.0,94960,3,3.26,0.28,8.5,1.0099999999999998,0.0,76.0,-0.53,1.58,-1.13,-1.45,Quantitative,Ok,Bad,0.0,0.0,0.0
Mark Bonanno,African-American,male,0.0,USA,24.0,94040,3,2.37,0.48,1.0,2.1,0.0,0.0,1.64,1.56,-1.43,-1.19,Engineering,Ok,Good,0.0,0.0,0.0
Larry Reeks,African-American,male,1.0,USA,29.0,94121,3,2.91,0.1,5.0,2.51,0.0,54.0,-0.09000000000000002,1.27,0.59,1.05,Engineering,Ok,Bad,0.0,1.0,0.0
Sherri Keffer,Caucasian,female,1.0,USA,22.0,94566,3,2.93,0.04,1.5,1.85,0.0,35.0,-0.5,2.9,3.63,2.18,Quantitative,Ok,Good,0.0,0.0,0.0
Steven Heyne,Caucasian,male,1.0,USA,26.0,94960,3,3.06,0.54,3.0,2.94,0.0,76.0,0.52,3.62,1.13,0.73,Engineering,None,Bad,0.0,1.0,0.0
Richard Weafer,Asian,male,1.0,USA,28.0,94538,3,2.49,0.46,4.5,3.66,0.0,21.0,2.92,0.67,-2.16,-1.07,Quantitative,Very Good,Good,0.0,0.0,0.0
Bobby Edwards,Caucasian,male,2.0,USA,35.0,94089,3,3.23,0.26,9.5,4.33,2.5,11.0,1.08,2.06,0.66,1.02,Humanities,Ok,Good,1.0,0.0,0.0
Jon Field,Caucasian,male,1.0,USA,28.0,95002,3,3.6,0.32,5.0,3.29,0.0,15.0,1.26,1.98,0.71,0.43,Engineering,None,Good,0.0,0.0,0.0
Ashley Sugar,African-American,female,0.0,USA,27.0,94545,3,2.27,0.26,4.0,1.66,0.0,37.0,-1.72,2.53,0.19,0.45,Sciences,None,Good,0.0,0.0,0.0
Dorothy Gonzales,Asian,female,0.0,USA,26.0,94030,3,2.89,0.34,3.0,3.1,0.0,34.0,-1.15,1.95,0.49,0.99,Engineering,Ok,Good,0.0,0.0,0.0
Annie Hopkins,African-American,female,1.0,Canada,24.0,94603,3,2.27,0.5,0.5,1.02,0.0,40.0,2.8,0.15,-2.46,-2.0,Engineering,Ok,Good,0.0,0.0,0.0
Matthew Chapman,Caucasian,male,1.0,Canada,30.0,94707,3,3.27,0.22,4.5,3.04,0.0,61.0,-2.63,2.02,0.51,-0.18,Sciences,Very Good,Good,0.0,0.0,0.0
John Roscioli,African-American,male,0.0,USA,32.0,95134,3,3.0,0.6,3.0,2.95,3.0,16.0,0.78,2.39,0.37,-0.9,Engineering,Ok,Bad,0.0,1.0,0.0
Jerry Waggoner,Caucasian,male,1.0,USA,27.0,94085,3,3.69,0.14,4.0,3.46,1.0,8.0,-0.95,0.7,-3.89,-3.89,Engineering,None,Good,0.0,0.0,0.0
Janina Paya,Caucasian,female,0.0,USA,30.0,94709,3,3.13,0.14,5.0,2.91,0.0,59.0,-2.66,1.74,-0.07,0.72,Engineering,None,Good,0.0,0.0,0.0
Marge Predovich,Caucasian,female,0.0,Australia,24.0,94525,3,1.72,0.26,1.0,0.98,0.0,64.0,-3.11,1.62,0.55,0.4,Engineering,Ok,Bad,0.0,1.0,1.0
Darren Ash,Caucasian,male,1.0,USA,27.0,94801,3,2.93,0.48,4.0,2.96,0.0,63.0,-2.53,0.84,-1.2,-1.45,Quantitative,Very Good,Good,0.0,0.0,0.0
Edward Phillips,Hispanic,male,0.0,USA,26.0,94611,3,2.65,0.58,0.0,2.71,0.0,52.0,2.23,2.29,-0.63,-0.47,Engineering,Ok,Bad,1.0,0.0,0.0
Ronnie Malone,Caucasian,male,0.0,USA,30.0,94545,3,3.19,0.38,5.5,3.2,1.0,37.0,-0.98,2.62,-0.58,-0.48,Sciences,Ok,Good,0.0,0.0,0.0
Edith Ross,Hispanic,female,0.0,USA,26.0,94040,3,2.96,0.44,4.0,1.3199999999999998,0.0,0.0,2.3,0.99,-2.82,-3.51,Engineering,None,Bad,0.0,0.0,0.0
Larry Conyers,Asian,male,2.0,USA,30.0,94105,3,3.67,0.58,5.5,4.83,0.0,45.0,0.12,3.93,2.61,2.44,Engineering,Very Good,Good,1.0,0.0,0.0
Debbie Love,Asian,female,0.0,Canada,21.0,94707,3,3.18,0.36,0.0,2.07,0.0,60.0,-1.56,2.6,0.85,0.48,Engineering,Ok,Bad,0.0,1.0,0.0
Kathy Dwyer,Caucasian,female,0.0,USA,28.0,94598,3,2.88,0.24,6.5,2.81,0.0,67.0,1.36,3.23,2.62,2.51,Humanities,None,Good,0.0,0.0,0.0
Ralph Kalichman,Caucasian,male,1.0,USA,25.0,94542,3,2.04,0.16,2.0,1.29,0.0,41.0,0.98,3.32,2.3,1.47,Engineering,None,Good,0.0,1.0,1.0
James Hill,Caucasian,male,2.0,USA,29.0,94027,3,3.45,0.38,7.0,3.93,0.0,24.0,-0.3,1.14,-3.19,-3.02,Quantitative,Ok,Good,1.0,0.0,0.0
Christopher Fabre,Caucasian,male,0.0,USA,30.0,94040,3,2.9,0.22,4.0,2.77,3.0,0.0,1.64,1.79,-1.36,-1.44,Engineering,None,Bad,0.0,0.0,0.0
Sharon Tran,Asian,female,0.0,USA,32.0,94578,3,3.36,0.86,5.0,4.15,0.0,39.0,2.56,0.9,-2.53,-2.34,Sciences,Ok,Good,0.0,0.0,0.0
Martin Graham,Asian,male,0.0,USA,30.0,94592,3,3.29,0.48,5.0,3.6,0.0,78.0,-1.1,0.81,-3.49,-3.09,Sciences,None,Good,0.0,0.0,0.0
Roy Gilbert,Asian,male,0.0,USA,25.0,94587,3,2.96,0.54,4.0,3.33,0.0,30.0,-0.05,1.25,-0.53,-0.44,Humanities,Ok,Good,0.0,0.0,0.0
Gerald Smith,Caucasian,male,0.0,USA,31.0,94545,3,2.14,0.16,5.5,1.44,0.0,37.0,-1.69,1.3,-1.52,-0.97,Engineering,Very Good,Good,0.0,0.0,0.0
Samuel Cramer,Hispanic,male,0.0,Mexico,30.0,94603,3,2.81,0.24,4.0,2.7,2.0,40.0,0.74,3.64,2.27,1.23,Quantitative,Ok,Good,0.0,0.0,0.0
Mindy Calvin,Other,female,0.0,USA,24.0,94559,3,2.41,0.56,3.0,0.6099999999999999,1.0,89.0,-2.05,1.06,-1.62,-1.11,Quantitative,None,Bad,1.0,1.0,0.0
Lora Russell,Caucasian,female,0.0,USA,29.0,94040,3,1.81,0.18,2.0,1.1800000000000002,2.0,4.0,-0.35,2.26,1.32,0.87,Engineering,None,Bad,0.0,1.0,1.0
Amy Polk,Caucasian,female,0.0,USA,25.0,94538,3,3.14,0.4,5.0,2.97,0.0,21.0,1.63,1.79,1.13,0.59,Quantitative,Ok,Bad,0.0,0.0,0.0
Andrew Carpenter,Caucasian,male,2.0,USA,24.0,94040,3,4.39,0.82,2.5,5.01,0.0,0.0,1.48,0.0,-5.53,-4.15,Engineering,Ok,Good,1.0,0.0,0.0
Joshua Whalen,Caucasian,male,0.0,Canada,27.0,94085,3,2.96,0.48,3.0,3.29,0.0,9.0,0.4,1.57,-1.55,-1.26,Quantitative,Ok,Bad,0.0,0.0,0.0
Floyd Castellanos,African-American,male,0.0,USA,23.0,94040,3,2.98,0.32,1.5,2.27,0.0,3.0,-2.25,1.11,-1.59,-1.43,Engineering,None,Bad,0.0,1.0,0.0
Carol Baumgardner,African-American,female,0.0,USA,23.0,94523,3,1.69,0.24,-1.0,-0.57,2.0,55.0,0.42,2.32,-0.63,-0.67,Engineering,Ok,Bad,0.0,0.0,0.0
Odessa Lucchese,Caucasian,female,1.0,USA,26.0,94085,3,3.38,0.48,5.0,3.29,0.0,9.0,3.42,3.85,3.23,2.61,Quantitative,None,Good,0.0,0.0,0.0
Harold Hoffman,Caucasian,male,1.0,USA,24.0,94538,3,2.6,0.46,2.0,2.24,0.0,21.0,0.67,1.29,-1.6,-1.21,Quantitative,Ok,Bad,0.0,1.0,0.0
Mary Coffman,Caucasian,female,0.0,USA,28.0,94402,3,2.7,0.52,3.5,2.52,0.0,28.0,-1.39,1.92,-1.71,-1.13,Quantitative,None,Good,1.0,0.0,0.0
Irene Smith,Caucasian,female,2.0,USA,26.0,94538,3,2.47,0.42,5.0,2.99,0.0,21.0,-1.73,2.17,0.27,0.18,Engineering,Ok,Good,0.0,0.0,0.0
Dorothy Deltoro,Asian,female,0.0,USA,25.0,94114,3,2.85,0.46,2.0,2.76,0.0,47.0,-3.14,1.23,-0.87,-1.29,Engineering,None,Good,0.0,0.0,0.0
Maria Mcreynolds,Asian,female,0.0,USA,25.0,95035,3,3.56,0.48,5.0,3.64,0.0,18.0,-0.62,2.62,0.62,-0.49,Engineering,Ok,Good,0.0,1.0,0.0
Aubrey Huffman,Caucasian,male,0.0,USA,28.0,94586,3,2.6,0.52,6.0,3.11,0.0,38.0,-0.74,2.41,-0.41,-1.01,Engineering,Ok,Bad,0.0,0.0,0.0
David Prevost,Caucasian,male,1.0,Canada,30.0,94544,3,3.41,0.46,4.0,2.66,0.0,32.0,0.57,2.8,1.75,1.58,Engineering,None,Good,0.0,0.0,0.0
Mary Sanchez,Caucasian,female,1.0,Canada,26.0,94544,3,2.62,0.24,4.0,2.98,0.0,32.0,-2.85,1.94,-0.48,-0.26,Quantitative,None,Good,1.0,0.0,0.0
Fernando Harless,Caucasian,male,0.0,USA,26.0,94592,3,3.11,0.3,3.0,2.88,0.0,78.0,-0.11,3.89,1.58,1.75,Quantitative,None,Good,0.0,0.0,0.0
Geraldine Rourke,Caucasian,female,2.0,USA,28.0,94603,2,3.64,0.58,6.0,4.22,0.0,40.0,2.28,0.97,-2.91,-2.86,Sciences,Ok,Good,1.0,0.0,0.0
Geraldine Smith,Other,female,0.0,USA,30.0,94605,2,3.53,0.56,6.0,2.52,0.0,42.0,-1.11,2.51,-0.89,-1.31,Humanities,None,Good,0.0,0.0,0.0
Jasmine Merritt,Other,female,0.0,USA,33.0,94089,2,2.99,-0.04,5.0,1.61,2.5,11.0,0.76,2.09,0.53,0.63,Engineering,Ok,Bad,0.0,1.0,0.0
Katherine Reidinger,Asian,female,0.0,USA,24.0,94538,2,2.62,0.46,0.0,2.39,0.0,21.0,-0.66,1.54,-0.42,-0.92,Quantitative,Ok,Good,0.0,0.0,0.0
Jana Gisin,Caucasian,female,1.0,USA,26.0,94707,2,2.32,0.74,1.0,3.0500000000000003,0.0,60.0,-2.21,0.89,-1.11,-0.34,Humanities,Very Good,Good,0.0,0.0,0.0
Alia Haynes,Caucasian,female,1.0,USA,30.0,95620,2,3.58,0.26,8.5,4.5299999999999985,0.0,104.0,-3.57,1.19,-0.63,-0.15,Quantitative,Ok,Good,1.0,0.0,0.0
Brenda Smith,Caucasian,female,0.0,USA,25.0,94043,2,3.31,0.42,2.0,2.4,0.0,7.0,2.17,1.9,-0.07,0.97,Quantitative,None,Good,0.0,0.0,0.0
