Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Ronald Maldonado,Caucasian,male,0.0,USA,28.0,95035,3,2.66,0.02,4.0,2.31,8.379999999999999,0.0,18.0,2.0,-0.58,2.22,1.02,1.11,8.31,Engineering,Ok,Good,0.0,0.0,0.0
Sarah Cox,Hispanic,female,0.0,USA,29.0,94022,3,2.81,0.1,6.0,2.61,8.879999999999999,0.0,13.0,5.0,1.37,3.04,1.42,0.72,7.8,Sciences,None,Good,0.0,0.0,0.0
Susan Curtis,Hispanic,female,0.0,USA,27.0,94904,3,3.03,0.47,5.0,2.59,7.8,0.0,94.0,0.0,-2.25,1.63,-0.74,-0.92,5.73,Quantitative,None,Bad,0.0,0.0,0.0
Jason Love,African-American,male,1.0,USA,26.0,94121,3,3.13,0.51,3.5,3.66,12.03,0.0,54.0,3.0,-0.01,1.07,-1.52,-2.03,4.34,Humanities,Very Good,Good,0.0,0.0,0.0
Lloyd Glover,Caucasian,male,0.0,USA,28.0,94131,3,3.11,0.37,5.0,3.45,11.21,0.0,44.0,3.0,0.21,1.95,-0.58,-0.13,7.19,Engineering,Very Good,Bad,0.0,0.0,0.0
Richard Syers,Hispanic,male,1.0,USA,27.0,94564,3,2.86,0.31,3.5,2.83,9.9,1.0,62.0,0.5,-2.04,2.03,-0.7,1.06,8.93,Quantitative,Ok,Good,1.0,0.0,0.0
Claire Ritchie,Caucasian,female,0.0,USA,24.0,94085,3,3.01,0.29,2.0,2.52,9.09,0.0,10.0,3.0,0.25,1.59,-0.53,-1.35,4.93,Humanities,Ok,Good,0.0,0.0,0.0
Violet Lockhart,African-American,female,0.0,USA,27.0,94109,3,2.87,0.57,5.0,3.51,10.8,0.0,48.0,2.0,-0.68,4.12,3.79,3.18,10.84,Engineering,Ok,Bad,0.0,0.0,0.0
David Wilton,Caucasian,male,0.0,USA,32.0,94403,3,2.19,0.25,8.0,2.94,8.89,1.5,26.0,2.0,-1.26,1.29,-1.3,-0.27,6.88,Quantitative,None,Good,0.0,0.0,0.0
Jane Barajas,African-American,female,0.0,USA,29.0,94070,3,2.6,0.25,5.0,2.54,8.59,0.0,27.0,1.5,-1.26,2.57,1.39,0.81,7.8,Engineering,None,Bad,0.0,0.0,0.0
Joe Rodriquez,African-American,male,0.0,USA,32.0,94603,3,3.31,0.33,7.0,3.51,10.78,0.0,40.0,2.0,-0.91,0.73,-1.81,-0.38,6.74,Sciences,None,Good,0.0,0.0,0.0
Christena Bennett,Other,female,1.0,USA,26.0,94040,3,3.58,0.53,5.5,4.1,12.78,0.0,2.0,3.0,-0.28,1.9,-1.56,-0.58,6.69,Engineering,Very Good,Good,0.0,0.0,0.0
Soon Muse,African-American,female,0.0,USA,27.0,95134,3,3.65,0.35,5.5,3.54,11.07,0.0,16.0,1.5,-1.74,1.6,-0.97,-0.87,6.0,Engineering,Very Good,Good,0.0,0.0,0.0
Thomas Montgomery,Caucasian,male,2.0,USA,28.0,94014,3,3.05,0.14,5.5,3.43,11.5,2.0,43.0,2.5,-0.49,1.86,1.13,0.78,7.65,Quantitative,None,Good,0.0,1.0,0.0
Robert Hedley,Caucasian,male,0.0,USA,22.0,94564,3,2.6,0.16,1.0,1.24,5.23,0.0,62.0,0.0,-2.63,0.18,-4.68,-4.36,1.83,Quantitative,Ok,Bad,0.0,0.0,1.0
John Leblanc,African-American,male,1.0,USA,26.0,94040,3,3.2,0.47,3.0,3.47,11.68,0.5,4.0,0.0,-2.61,3.95,4.92,4.23,11.84,Engineering,Ok,Bad,0.0,0.0,0.0
Mildred Gonzalez,African-American,female,1.0,USA,26.0,94561,3,1.76,0.33,0.0,1.11,5.08,0.0,81.0,1.5,-0.63,2.56,2.18,2.2,9.59,Engineering,Ok,Good,0.0,0.0,1.0
Violet Deal,Caucasian,female,0.0,USA,30.0,94022,3,2.75,0.18,3.0,2.36,8.53,0.0,13.0,5.0,2.1,2.58,1.04,0.53,7.48,Sciences,Ok,Good,1.0,0.0,0.0
Joel Knodel,Caucasian,male,2.0,USA,33.0,94105,3,3.21,0.35,9.0,4.05,12.14,0.0,45.0,0.5,-1.98,2.25,-0.7,-0.71,6.26,Engineering,Ok,Good,0.0,0.0,0.0
James Mcghee,African-American,male,0.0,USA,29.0,94043,3,3.02,0.63,6.0,3.54,10.41,0.0,6.0,5.5,2.02,1.75,-1.06,-1.11,5.75,Quantitative,Ok,Bad,0.0,0.0,0.0
Patrick Anderson,Caucasian,male,0.0,USA,29.0,94605,3,2.94,0.39,4.0,2.51,7.93,0.0,42.0,1.5,-1.47,1.64,-1.06,-0.96,5.98,Humanities,Ok,Good,0.0,0.0,0.0
Daniel Quiroz,Hispanic,male,0.0,USA,24.0,94588,3,3.0,0.31,2.0,2.98,10.56,0.5,36.0,0.0,-2.45,2.11,0.3,-0.25,6.58,Engineering,Ok,Good,1.0,0.0,0.0
Ernest Mendoza,African-American,male,1.0,USA,25.0,94539,3,3.35,0.35,2.0,3.06,10.62,0.0,25.0,3.5,0.32,2.36,0.86,0.99,8.13,Engineering,Very Good,Good,0.0,0.0,0.0
Robert Reyburn,Asian,male,1.0,USA,24.0,94085,3,3.15,0.33,2.5,2.58,8.94,0.0,9.0,3.0,-0.15,1.86,-0.35,0.13,7.3,Engineering,Ok,Good,0.0,0.0,0.0
Patricia Baker,Asian,female,2.0,USA,31.0,94014,3,4.26,0.35,7.0,4.56,13.73,0.0,43.0,0.0,-2.42,1.66,-1.99,-2.01,4.69,Quantitative,None,Good,1.0,0.0,0.0
Robert Boling,Caucasian,male,1.0,Australia,32.0,94588,3,3.16,0.43,9.0,3.92,11.06,0.0,36.0,6.0,2.42,2.97,1.56,0.8,7.81,Engineering,Very Good,Bad,0.0,0.0,0.0
William Brackins,Hispanic,male,0.0,USA,37.0,94027,3,2.94,0.43,6.5,3.55,11.01,4.0,24.0,7.0,3.13,0.48,-2.73,-3.06,2.98,Humanities,None,Good,0.0,0.0,0.0
Jasmin Allen,Hispanic,female,0.0,USA,28.0,94038,3,4.07,0.33,4.5,3.43,10.71,3.0,57.0,4.5,1.28,1.29,-1.95,-2.2,4.25,Engineering,Ok,Good,0.0,0.0,0.0
Brent Ashby,African-American,male,2.0,USA,28.0,94105,3,4.02,0.43,6.0,4.41,13.66,1.0,45.0,0.0,-2.32,1.99,-0.81,-0.23,7.03,Quantitative,Very Good,Good,1.0,0.0,0.0
Robyn Holman,Caucasian,female,1.0,USA,28.0,94028,3,3.25,0.39,2.5,3.31,11.36,0.0,23.0,5.0,1.79,2.8,2.16,1.34,8.34,Engineering,Ok,Good,0.0,0.0,0.0
Martha Vallot,Caucasian,female,1.0,USA,32.0,94025,3,3.27,0.43,10.5,4.48,12.6,0.0,20.0,2.0,-1.13,2.38,1.35,1.58,9.0,Engineering,Very Good,Good,0.0,0.0,0.0
Mark Towns,Caucasian,male,0.0,USA,29.0,94027,3,2.54,0.27,4.0,3.26,11.31,0.0,24.0,3.0,-0.26,2.02,-0.41,0.72,8.35,Sciences,Ok,Good,0.0,0.0,0.0
Quincy Rivera,Caucasian,male,0.0,USA,26.0,94502,3,2.58,0.43,4.0,2.64,8.59,0.0,49.0,2.5,-0.79,2.93,2.03,2.18,9.83,Quantitative,Ok,Bad,0.0,0.0,0.0
Ronnie Wills,African-American,male,0.0,USA,23.0,94040,3,3.9,0.39,3.0,3.05,10.03,0.0,3.0,4.5,1.25,1.18,-3.17,-2.71,3.99,Engineering,Ok,Bad,0.0,0.0,0.0
Helen Horne,Caucasian,female,1.0,USA,27.0,95134,3,3.48,0.2,6.0,3.87,12.58,0.0,16.0,2.5,-0.66,2.33,0.62,0.76,7.99,Engineering,Very Good,Good,0.0,0.0,0.0
Cheryl Elsberry,African-American,female,0.0,USA,30.0,94502,3,3.18,0.18,7.0,3.22,10.09,0.0,49.0,2.0,-1.01,1.33,-0.05,-0.49,6.07,Sciences,Ok,Good,0.0,0.0,0.0
Deborah Holt,Hispanic,female,0.0,USA,26.0,94510,3,2.46,0.41,4.0,3.05,10.1,0.0,69.0,0.0,-4.79,0.52,-2.42,-1.65,5.15,Engineering,Very Good,Bad,0.0,0.0,0.0
Edward Wallander,Asian,male,2.0,USA,23.0,94027,3,3.58,0.71,0.0,3.66,12.52,0.0,24.0,4.0,0.08,2.0,-2.44,-2.62,4.13,Engineering,Very Good,Good,1.0,0.0,0.0
Jerry Feuerborn,Caucasian,male,0.0,USA,29.0,94539,3,2.71,0.37,5.0,3.22,10.46,3.0,25.0,4.0,0.63,0.66,-1.96,-1.96,4.41,Engineering,None,Good,0.0,0.0,0.0
Edward Brown,Caucasian,male,0.0,USA,34.0,94569,3,3.49,0.55,7.0,3.93,11.370000000000001,1.0,68.0,1.0,-1.66,1.75,-1.76,-1.22,5.88,Quantitative,Ok,Good,0.0,0.0,0.0
Robert Burge,Other,male,0.0,USA,31.0,94085,3,2.82,0.49,6.5,3.27,9.73,1.0,10.0,1.0,-1.77,4.18,5.64,5.49,13.69,Engineering,Very Good,Bad,1.0,0.0,0.0
Teri Craig,Caucasian,female,0.0,USA,22.0,94598,3,2.7,0.31,0.0,2.09,8.44,0.0,67.0,2.0,-0.97,2.03,0.01,0.54,7.71,Sciences,None,Good,1.0,0.0,0.0
Jesse Wade,Asian,male,0.0,USA,25.0,94403,3,3.45,0.57,2.0,3.23,10.66,0.0,26.0,2.5,-0.86,1.77,0.45,1.22,8.49,Quantitative,Very Good,Good,0.0,0.0,0.0
Sarah Noonan,Caucasian,female,0.0,USA,28.0,94611,3,2.45,0.39,3.0,2.59,9.38,3.0,52.0,4.5,1.37,3.18,0.65,0.06,7.21,Humanities,Ok,Good,0.0,0.0,0.0
Janie Evans,Other,female,1.0,USA,25.0,94502,3,2.46,0.65,3.0,3.04,9.97,0.0,49.0,3.0,-0.14,2.35,1.27,1.48,8.81,Engineering,Very Good,Bad,1.0,0.0,0.0
Jacqueline Prince,Asian,female,1.0,USA,30.0,94010,3,3.17,0.39,5.0,3.1,9.65,0.0,33.0,3.0,-0.03,1.29,-0.59,-0.7,5.93,Sciences,Ok,Bad,0.0,0.0,0.0
Edward Krier,Asian,male,0.0,USA,27.0,94510,3,3.12,0.27,4.0,2.87,9.43,0.0,69.0,0.0,-3.73,2.65,0.29,-0.24,6.65,Engineering,None,Good,0.0,0.0,0.0
Steven Albanese,Caucasian,male,0.0,USA,25.0,94544,3,2.96,0.65,1.0,2.78,9.34,2.0,32.0,3.0,-0.16,1.41,-1.02,-0.42,6.65,Sciences,None,Bad,0.0,0.0,0.0
Anthony Lykins,African-American,male,1.0,USA,27.0,94402,3,3.3,0.51,3.0,3.06,9.7,2.5,28.0,4.0,0.7,2.06,1.87,1.64,8.75,Engineering,Ok,Bad,0.0,0.0,0.0
John Lee,Asian,male,1.0,USA,27.0,94043,3,3.2,0.49,5.0,3.41,10.54,0.0,6.0,1.5,-1.79,1.62,0.05,-0.17,6.53,Engineering,None,Bad,0.0,0.0,0.0
Oma Loveless,Asian,female,1.0,USA,32.0,94605,3,3.16,0.24,9.0,4.02,12.27,0.0,42.0,0.0,-4.1,0.98,-2.32,-2.23,4.25,Quantitative,Ok,Good,0.0,0.0,0.0
Staci True,Hispanic,female,1.0,Mexico,32.0,94578,3,2.93,0.33,8.0,4.09,12.8,0.0,39.0,4.0,1.04,1.66,1.45,2.39,9.97,Humanities,Very Good,Good,0.0,0.0,0.0
James Brown,Caucasian,male,0.0,USA,24.0,94538,3,2.24,0.59,1.5,1.66,5.68,0.0,21.0,5.5,2.32,3.67,4.64,3.51,10.77,Engineering,Ok,Good,0.0,0.0,0.0
Kathryn Trask,Caucasian,female,0.0,USA,32.0,94586,3,3.33,0.55,7.5,3.89,11.21,2.0,38.0,3.0,-0.3,3.26,1.14,0.79,8.11,Engineering,Ok,Good,1.0,0.0,0.0
Douglas Moore,Hispanic,male,0.0,USA,27.0,94707,3,2.47,0.43,0.0,2.09,8.07,0.0,61.0,0.0,-4.1,0.0,-4.62,-4.09,1.97,Engineering,Ok,Good,0.0,0.0,0.0
Robert Cardenas,Hispanic,male,0.0,USA,23.0,94538,3,2.77,0.53,1.0,2.14,7.42,0.0,21.0,5.5,2.07,2.47,0.01,0.35,7.69,Sciences,None,Bad,0.0,0.0,0.0
Linda Torrence,Caucasian,female,1.0,USA,32.0,94022,3,2.53,0.2,6.5,2.34,7.23,0.0,13.0,4.0,1.13,0.69,-4.24,-3.84,2.51,Engineering,None,Good,0.0,0.0,0.0
John Lynn,Hispanic,male,0.0,Mexico,26.0,94595,3,2.06,0.57,2.0,2.76,9.48,0.0,56.0,3.0,-0.25,2.2,-0.99,-0.81,6.19,Engineering,None,Bad,0.0,0.0,0.0
Robert Bay,Other,male,0.0,USA,29.0,94019,3,3.51,0.37,4.0,3.75,12.73,3.0,46.0,4.0,1.15,2.63,1.45,1.48,8.77,Engineering,Ok,Good,0.0,1.0,0.0
Shirley Neal,Caucasian,female,1.0,USA,27.0,94587,3,1.98,0.2,3.0,1.46,5.8,0.0,30.0,4.5,1.15,1.85,0.61,0.45,7.5,Engineering,Very Good,Good,0.0,1.0,0.0
Daniel Connolly,Caucasian,male,2.0,USA,26.0,94070,3,3.1,0.47,1.5,3.36,11.84,0.0,27.0,4.0,0.97,1.71,-0.64,-0.41,6.5,Engineering,None,Good,1.0,0.0,0.0
Herman Kline,Hispanic,male,2.0,USA,31.0,94603,3,3.71,0.43,3.0,3.55,11.879999999999999,0.0,40.0,2.0,-0.85,1.59,-0.85,-0.22,7.0,Engineering,Ok,Good,0.0,0.0,0.0
Debra Cleare,Caucasian,female,0.0,USA,25.0,94591,3,3.07,0.51,3.0,3.14,10.4,0.0,74.0,0.0,-2.05,1.28,-0.33,-0.28,6.59,Engineering,Very Good,Good,0.0,0.0,0.0
Jeff Hill,Hispanic,male,1.0,USA,28.0,94109,3,2.78,0.55,2.0,2.61,8.89,0.0,48.0,4.0,1.08,2.51,1.52,1.66,9.0,Engineering,Very Good,Bad,0.0,0.0,0.0
Marion Roberts,Caucasian,female,1.0,USA,29.0,94040,3,3.06,0.35,3.5,2.56,8.5,0.0,2.0,2.0,-1.22,2.53,0.16,-1.66,4.62,Engineering,Ok,Good,0.0,0.0,0.0
Bernice Hagen,Caucasian,female,0.0,USA,23.0,94578,3,2.78,0.31,2.0,1.98,7.18,0.0,39.0,3.0,0.14,2.86,0.41,0.05,7.22,Quantitative,Very Good,Good,0.0,1.0,0.0
Crystal Holbrook,African-American,female,0.0,USA,26.0,94010,3,3.29,0.37,2.5,3.2,10.91,1.5,33.0,2.0,-0.89,3.32,1.74,1.8,9.36,Quantitative,Ok,Good,0.0,0.0,0.0
Robert Johnson,Caucasian,male,1.0,USA,27.0,94030,3,3.13,0.39,4.0,3.08,9.81,0.0,34.0,4.0,0.66,0.98,-2.86,-1.69,5.47,Sciences,None,Bad,0.0,0.0,0.0
William Wood,Caucasian,male,1.0,USA,28.0,94089,3,2.59,0.45,2.5,2.15,7.17,4.5,11.0,8.0,4.52,2.38,0.97,0.38,7.17,Quantitative,None,Good,0.0,1.0,0.0
Judy Ford,Caucasian,female,0.0,USA,27.0,94043,3,3.53,0.33,2.0,2.23,7.609999999999999,0.0,6.0,3.0,0.03,1.0,-2.07,-1.71,5.0,Engineering,None,Bad,0.0,0.0,0.0
Woodrow Murphy,Hispanic,male,1.0,USA,32.0,94114,3,2.59,0.41,4.0,3.14,10.72,4.0,47.0,5.5,2.25,5.08,5.04,4.68,12.83,Engineering,Very Good,Good,0.0,0.0,0.0
Leonard Hundley,African-American,male,2.0,USA,29.0,94070,3,3.49,0.41,6.0,3.98,12.35,0.0,27.0,5.5,2.3,2.7,1.56,1.58,8.92,Engineering,Ok,Good,0.0,0.0,1.0
Titus Ford,Hispanic,male,1.0,USA,28.0,94061,3,3.19,0.43,3.0,2.85,9.3,1.0,22.0,1.5,-1.52,0.0,-3.96,-3.26,3.12,Quantitative,Ok,Bad,0.0,0.0,0.0
Henry Pinder,Caucasian,male,0.0,USA,32.0,94027,3,3.67,0.61,2.5,3.35,10.57,1.5,24.0,2.0,-0.64,0.41,-3.01,-2.71,3.69,Quantitative,Ok,Good,1.0,0.0,0.0
William Guerra,Caucasian,male,0.0,USA,27.0,94973,3,2.73,0.41,6.5,2.94,8.78,0.0,88.0,1.0,-1.46,0.99,-1.77,-1.17,5.75,Engineering,Ok,Bad,0.0,1.0,0.0
Jeffrey Green,African-American,male,0.0,USA,25.0,95002,3,2.8,0.41,1.0,2.43,8.89,0.0,14.0,4.5,1.28,1.24,-0.37,0.0,6.91,Engineering,None,Good,0.0,1.0,0.0
Esther Falcon,Caucasian,female,1.0,USA,26.0,94595,3,2.42,0.33,3.5,3.06,10.69,0.0,56.0,1.5,-1.13,2.24,-0.09,-0.37,6.54,Sciences,Very Good,Good,0.0,0.0,0.0
Phillip Thompson,African-American,male,0.0,USA,28.0,94618,3,2.74,0.53,3.5,2.89,9.38,0.5,51.0,0.0,-2.69,3.57,2.38,2.12,9.72,Engineering,Ok,Good,1.0,0.0,0.0
Larry Omar,Caucasian,male,2.0,USA,28.0,94566,3,2.83,0.45,7.0,4.0,12.44,0.0,35.0,6.5,3.55,3.21,2.16,1.74,9.09,Engineering,Very Good,Good,0.0,0.0,0.0
George Pulley,African-American,male,2.0,USA,33.0,94587,3,2.78,0.35,7.0,4.09,12.879999999999999,1.5,30.0,2.0,-0.61,3.09,1.57,0.88,7.99,Quantitative,Very Good,Good,1.0,0.0,0.0
Mike Daughrity,Asian,male,0.0,USA,27.0,94038,3,3.2,0.49,6.0,3.61,11.05,0.0,57.0,1.5,-0.86,0.78,-1.57,-0.82,6.07,Quantitative,Ok,Good,0.0,0.0,0.0
Charles Cooney,Asian,male,0.0,USA,29.0,94544,3,3.94,0.35,5.0,3.95,12.6,0.0,32.0,4.0,0.95,1.55,-0.21,0.62,7.91,Sciences,None,Good,0.0,0.0,0.0
William Lopez,Asian,male,0.0,Canada,27.0,94542,3,2.8,0.43,3.5,2.67,8.73,0.0,41.0,0.5,-2.16,1.15,-1.03,-0.64,6.21,Engineering,Ok,Bad,0.0,0.0,0.0
Marco Jerome,Asian,male,0.0,USA,26.0,94560,3,2.54,0.49,2.0,2.73,9.53,0.0,29.0,3.5,0.24,3.23,3.16,2.91,10.46,Humanities,None,Bad,0.0,0.0,0.0
Jonathan Cutshall,African-American,male,1.0,USA,23.0,94061,3,2.73,0.43,1.0,2.26,8.17,0.0,22.0,7.0,3.55,2.7,1.65,1.78,9.21,Engineering,None,Bad,0.0,0.0,0.0
Shirley Nale,Caucasian,female,2.0,USA,27.0,94545,3,3.34,0.53,5.0,3.88,12.01,0.0,37.0,3.0,-0.06,3.48,2.58,2.03,9.46,Engineering,Very Good,Good,0.0,0.0,0.0
Priscilla Foster,Caucasian,female,0.0,USA,26.0,94566,3,3.16,0.37,3.0,3.05,10.4,0.0,35.0,3.5,0.25,1.21,-1.62,-2.03,4.34,Quantitative,Very Good,Good,0.0,0.0,0.0
Jonathan Olson,African-American,male,1.0,USA,33.0,94028,3,2.93,0.2,6.5,3.29,10.61,4.0,23.0,6.0,2.33,1.29,-1.85,-0.83,6.34,Engineering,Ok,Good,0.0,0.0,1.0
Jack Tran,Caucasian,male,1.0,Canada,24.0,94010,3,3.26,0.16,2.0,2.39,8.97,0.0,33.0,4.0,1.07,2.76,-0.45,-0.67,6.38,Engineering,Ok,Bad,0.0,0.0,0.0
Jerry Adens,African-American,male,0.0,USA,23.0,94403,3,2.11,0.67,1.0,1.8,6.16,0.0,26.0,3.5,0.48,2.61,0.3,0.73,8.29,Engineering,None,Good,0.0,0.0,0.0
Frances Blais,African-American,female,0.0,USA,27.0,94578,3,3.35,0.35,7.0,3.45,10.24,0.0,39.0,3.0,-0.19,2.77,1.55,2.4,10.11,Engineering,Very Good,Good,0.0,0.0,0.0
Matthew Marsh,Asian,male,0.0,USA,29.0,94707,3,3.24,0.71,7.0,4.14,11.92,0.0,60.0,4.0,0.6,1.43,-1.94,-2.29,4.25,Engineering,Ok,Good,0.0,0.0,0.0
Spencer Williamson,Caucasian,male,1.0,USA,27.0,94089,3,2.75,0.29,2.0,2.28,8.42,0.0,11.0,7.0,3.13,3.02,3.65,3.53,11.03,Quantitative,Ok,Good,0.0,0.0,0.0
Iona Haage,African-American,female,0.0,USA,26.0,94022,3,3.45,0.43,2.0,3.37,11.48,1.0,13.0,1.0,-1.6,1.86,-0.56,0.3,7.69,Sciences,Ok,Good,1.0,0.0,0.0
William Moore,Asian,male,0.0,USA,26.0,94085,3,3.41,0.51,3.0,3.52,11.5,0.0,10.0,4.0,0.45,1.11,-0.74,-0.65,5.96,Engineering,Very Good,Good,0.0,0.0,0.0
Kathryn Williams,Caucasian,female,0.0,USA,24.0,94061,3,2.19,0.22,2.0,1.78,7.029999999999999,0.0,22.0,5.5,2.12,3.29,2.84,2.75,10.33,Engineering,None,Bad,1.0,0.0,0.0
Henry Arnette,Asian,male,0.0,USA,30.0,95002,3,3.69,0.47,6.0,4.13,12.74,0.0,14.0,5.0,1.81,2.51,0.45,-0.02,6.91,Engineering,Very Good,Good,1.0,0.0,0.0
Valentine Ballard,Caucasian,female,2.0,USA,27.0,95002,3,3.09,0.53,5.5,3.9,12.21,0.0,15.0,2.0,-1.64,1.63,-1.18,-0.56,6.53,Engineering,Very Good,Good,0.0,1.0,0.0
Keith Dinwiddie,African-American,male,1.0,Canada,31.0,94085,3,3.59,0.37,8.0,3.86,11.23,4.0,10.0,6.0,3.08,2.44,1.35,2.31,10.02,Engineering,Very Good,Good,0.0,0.0,0.0
Andrea Snead,Caucasian,female,0.0,USA,31.0,94544,3,3.31,0.25,8.0,3.53,10.59,0.0,31.0,6.0,2.73,3.41,1.45,1.23,8.79,Engineering,Very Good,Good,0.0,0.0,0.0
Jeffrey Carr,African-American,male,0.0,USA,28.0,94085,3,2.84,0.25,5.5,2.74,8.66,0.0,10.0,4.0,0.92,1.58,-0.91,-0.69,6.17,Engineering,None,Bad,1.0,0.0,0.0
Jean Morris,Caucasian,female,0.0,USA,27.0,94618,3,2.44,0.71,3.5,2.68,8.120000000000001,0.0,51.0,3.0,0.26,1.39,-1.59,-1.43,5.33,Sciences,None,Good,0.0,0.0,0.0
James Wood,African-American,male,2.0,USA,28.0,94560,3,3.61,0.47,1.5,3.43,11.55,3.0,29.0,4.0,0.93,0.0,-2.09,-1.74,4.54,Quantitative,Ok,Good,0.0,0.0,0.0
Sondra Duran,Caucasian,female,1.0,USA,32.0,94040,3,3.8,0.63,7.5,4.62,13.45,0.0,1.0,7.0,3.13,0.24,-4.12,-3.71,2.6,Engineering,Very Good,Good,1.0,0.0,0.0
Ruth Soledad,Other,female,2.0,USA,25.0,94038,3,4.04,0.55,4.0,4.69,14.940000000000001,0.0,57.0,3.0,0.28,2.63,0.55,1.35,9.0,Quantitative,Very Good,Good,1.0,0.0,0.0
Bob North,Caucasian,male,0.0,USA,25.0,94403,3,2.14,0.24,3.0,2.28,8.68,0.0,26.0,0.0,-3.01,1.41,-0.88,-0.59,6.27,Humanities,None,Bad,0.0,1.0,0.0
Joseph Pace,Caucasian,male,1.0,USA,23.0,94587,3,2.48,0.35,1.0,1.83,6.91,0.0,30.0,2.0,-0.8,1.96,0.39,0.33,7.21,Quantitative,Ok,Bad,0.0,1.0,1.0
Ralph Dean,Caucasian,male,0.0,USA,28.0,94010,3,2.65,0.16,4.0,2.71,9.57,3.5,33.0,6.0,2.5,2.2,-0.27,-0.01,7.26,Quantitative,None,Good,0.0,0.0,0.0
Joy Morelock,African-American,female,1.0,USA,30.0,94070,3,3.09,0.22,7.0,2.68,7.96,0.0,27.0,4.0,0.66,1.83,-1.59,-1.6,5.18,Humanities,Ok,Bad,0.0,0.0,0.0
Verla Buckley,Asian,female,2.0,USA,23.0,94022,3,3.2,0.67,2.5,3.74,12.25,0.0,13.0,7.0,3.27,0.65,-2.64,-1.17,6.05,Quantitative,Very Good,Good,0.0,0.0,0.0
Keith Jephson,Caucasian,male,0.0,USA,31.0,94061,3,3.34,0.24,-1.0,1.34,6.18,4.0,22.0,7.0,3.23,3.23,2.34,1.58,8.82,Quantitative,Ok,Bad,0.0,0.0,0.0
John May,Asian,male,1.0,USA,24.0,94131,3,3.44,0.45,3.0,3.3,10.83,0.0,44.0,3.0,0.13,1.46,-3.2,-3.0,3.61,Quantitative,Ok,Good,0.0,0.0,0.0
Mary Cromer,Caucasian,female,0.0,USA,30.0,94578,3,4.44,0.31,6.5,4.09,12.45,0.0,39.0,3.5,0.18,4.08,4.67,4.64,12.65,Quantitative,Very Good,Good,0.0,0.0,0.0
Felix Sparacio,Caucasian,male,0.0,USA,24.0,94609,3,2.67,0.55,1.0,2.43,8.629999999999999,0.0,50.0,1.5,-0.88,2.68,0.41,0.22,7.33,Engineering,None,Bad,0.0,0.0,0.0
Daniel Moorehead,Caucasian,male,0.0,USA,26.0,94560,3,2.8,0.37,5.0,2.71,8.48,0.0,29.0,2.0,-0.96,2.76,0.52,-0.03,6.92,Quantitative,Ok,Bad,0.0,1.0,0.0
Jennifer Johnson,Caucasian,female,0.0,USA,27.0,94085,3,1.89,0.25,1.5,0.73,3.2800000000000002,0.0,8.0,1.5,-1.84,2.73,2.31,1.77,8.96,Quantitative,None,Good,0.0,0.0,0.0
Conrad Koehler,Caucasian,male,1.0,USA,26.0,94109,3,2.14,0.35,3.0,2.41,8.42,0.0,48.0,0.0,-4.4,2.2,0.11,0.24,7.37,Humanities,None,Good,0.0,0.0,0.0
Jack Pearson,Caucasian,male,0.0,USA,28.0,94591,3,2.91,0.57,3.0,3.13,10.29,0.0,74.0,2.5,-0.28,2.39,2.21,1.24,7.94,Engineering,Very Good,Good,0.0,0.0,0.0
Robert Skoog,Caucasian,male,1.0,USA,24.0,94040,3,3.49,0.63,1.5,3.3,10.95,0.0,3.0,3.0,-0.04,0.45,-3.16,-2.04,4.78,Engineering,Very Good,Good,0.0,0.0,0.0
David Powell,Caucasian,male,0.0,USA,29.0,94025,3,4.24,0.04,6.0,3.39,10.93,0.0,20.0,5.0,1.54,1.43,-0.23,-0.53,6.2,Engineering,Very Good,Good,0.0,1.0,0.0
Christopher Lane,Caucasian,male,0.0,USA,27.0,94566,3,2.78,0.41,4.5,3.26,10.63,0.0,35.0,1.5,-1.2,2.34,-0.65,-0.45,6.76,Engineering,None,Good,0.0,0.0,0.0
Cynthia Carter,Asian,female,1.0,USA,31.0,94089,3,3.16,0.18,6.0,3.85,12.9,0.0,11.0,3.0,-0.03,1.85,0.79,0.98,8.14,Quantitative,Very Good,Good,1.0,0.0,0.0
Jane Jankowski,Hispanic,female,1.0,USA,28.0,94027,3,3.39,0.24,7.0,3.58,11.120000000000001,0.0,24.0,1.0,-2.17,3.24,2.63,1.89,9.11,Engineering,Very Good,Good,0.0,0.0,0.0
Reginald Smith,Asian,male,0.0,USA,23.0,94560,3,3.1,0.31,2.0,3.0,10.98,0.0,29.0,2.0,-1.23,1.53,0.45,-0.08,6.52,Humanities,Ok,Good,0.0,0.0,0.0
Carolyn Conley,Caucasian,female,2.0,USA,27.0,94933,3,3.2,0.12,5.0,3.44,11.89,2.0,95.0,2.0,-0.44,2.26,0.68,-0.12,6.64,Engineering,None,Good,0.0,0.0,0.0
Jason Gullo,Other,male,0.0,USA,29.0,94131,3,3.55,0.31,4.0,3.29,11.02,0.0,44.0,3.0,-0.13,2.28,-1.23,-0.42,6.97,Humanities,None,Good,0.0,0.0,0.0
