Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Sex,Age,Education,Educational Prestige,Criminal Record,Arrest Records,LinkedIn Score,Responsible Social Media Use,HireVue Score,origin_Australia,origin_Canada,origin_China,origin_India,origin_Mexico,origin_United States,degree_Engineering,degree_Humanities,degree_None,degree_Quantitative,degree_Sciences,sport_Club/Intramural,sport_NCAA/Professional,sport_None,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Other,Job Tenure,Military Tenure,Employee Referrals,Arrest Record,Performance
Tracy Crosby,2.805809074,17.37399274,2,2.553367043,3.561326127,0,5.987570709,1.104410423,1,27,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4.002023429,2.56363073,1,0,2
Norma Gibson,2.805795315,10.71117591,0,2.011767701,3.083529637,0,2.689735852,-1.209896528,1,25,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,5.239661622,3.296126761,0,0,-2
Grover Wayne,2.805418199,50.88288711,0,1.017954218,3.020372349,0,4.351966754,0.24855514,0,28,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.763244801,0.952374718,0,1,0
Cynthia Scott,2.805374123,13.83771668,1,2.734218742,2.490546618,0,1.752350142,-0.894806297,1,29,1,1,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,4.206114756,2.794833829,0,0,-2
Amanda Saddler,2.80515974,45.59964976,2,3.619717515,3.333854329,0,3.182379789,0.925013429,1,33,1,1,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.471262403,1.069185846,1,1,2
Jessica Thompson,2.804906945,10,1,1.595517388,2.13539245,0,4.088627258,0.067521964,1,28,1,3,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,6.66403206,3.623170782,0,1,-2
Hans Cromartie,2.804851873,10,2,2.938203248,3.673731555,0,5.158086469,1.342161331,0,24,1,2,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6.061429578,3.463659966,1,1,2
Allen Masson,2.804798776,25.51999382,0,1.131122184,2.446066742,0,6.238781648,1.262392549,0,25,1,3,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3.154617437,1.871287959,0,0,1
Shawna Drinkard,2.804653402,37.23909763,1,1.92576836,3.163688799,0,5.705621002,0.865908756,1,25,1,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1.896861086,1.42489312,0,0,2
Blanche Minnerly,2.803992218,24.34140667,1,2.790047624,4.136081511,0,10.15599768,2.030691116,1,23,1,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,3.655527632,2.486429355,1,0,2
Michael Corrado,2.803586936,38.00591579,0,2.533151689,2.618610752,0,1.866712274,0.008407637,0,25,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2.419036071,1.71920206,0,0,-1
Kara Mitchell,2.803299497,6.093902927,0,0.865019543,2.165427455,0,4.752499454,0.549836494,1,25,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4.615615858,2.760611806,0,0,-2
Michael Hoffman,2.803129452,26.66659735,0,1.154528915,2.183689467,0,2.810582842,-1.239827706,0,27,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.533962483,2.228655856,0,0,-2
Carmen Powers,2.803047342,62.51390195,0,1.016563016,2.40358827,0,2.674696378,-0.548773463,1,22,1,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0.638823393,0.953735903,0,0,-2
Audrey Winston,2.803031991,69.07110364,0,2.952939698,2.322045021,0,-0.415490802,-0.187124437,1,24,1,3,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.540181608,0,1,-2
Joann Key,2.802942113,16.80664114,0,1.670116049,2.951847683,0,3.228546238,0.331814359,1,28,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,4.001067555,2.623332458,0,0,1
Mary Holifeild,2.802923154,32.1019716,2,3.02999117,3.413335107,0,2.921935384,1.082945779,1,26,2,2,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.72737566,1.98244914,1,0,2
Blanche Pena,2.802702992,12.90869363,1,2.684877904,1.506508891,0,-0.458670147,-1.547564153,1,24,1,3,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.214571535,2.495208886,0,1,-2
Adam Sanders,2.802531701,18.21937459,0,2.703404573,2.923986923,0,3.189674782,0.122214614,0,26,1,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4.394149439,2.527467703,0,0,0
Robert Punt,2.802337693,27.41566528,0,2.90675441,2.638793956,0,3.292994796,0.488754565,0,23,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.224361503,2.025308253,0,0,0
Delores Rouse,2.802279851,10,0,3.459119236,2.287092803,0,-0.026604271,0.143881455,1,37,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,6.266425773,3.842459456,0,0,-2
Martin Healey,2.802162952,53.42354288,1,0.349563543,3.116378202,0,5.679901988,-0.193794437,0,21,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0.999722102,0.939289678,0,0,-1
Steven Hicks,2.802123669,54.14163801,1,1.126135302,2.367942977,0,4.36846392,0.633298541,0,21,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1.061771559,0.976848602,0,0,-1
David Singh,2.802008335,6.92563071,1,1.145352135,2.62124151,0,1.267168312,-0.950729115,0,22,1,2,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,4.865094768,3.161932276,0,1,-2
Rosita Spencer,2.801967996,10,0,2.219439329,2.708956486,0,3.063592691,0.131138535,1,23,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,7.573109018,4.14442117,1,0,-1
Debra Gonzales,2.801890699,46.31233049,0,0.922354219,2.4643476,0,7.351023392,-0.245655063,1,29,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2.210401782,1.43894922,0,1,-2
William Wilson,2.801817079,29.02383154,0,1.475272603,3.377442007,0,6.051356866,-0.360171001,0,21,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2.540907487,1.803299875,0,1,0
Joan Whitley,2.801681293,62.6034618,2,1.647872732,2.924181167,0,3.80646356,0.594631624,1,23,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.218296509,0.450350022,1,0,2
Charles Carson,2.801553737,10,0,1.606433079,2.833357445,0,5.948120668,0.00568728,0,25,2,1,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6.133330251,3.473366423,0,1,1
Amanda Cohen,2.801430001,36.65558317,1,2.795704927,2.126801012,0,1.284611577,-0.698997029,1,35,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.640220206,2.037887853,0,1,-2
David Epstein,2.801028047,74.86815623,0,2.786210409,2.166848436,0,0.113737526,-0.566694749,0,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.282506764,0,0,-2
Mary Woods,2.800930416,28.75302716,0,3.054548463,4.064018882,0,9.165967441,1.632975401,1,29,1,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3.175786439,2.135038291,0,1,2
Michael Costa,2.800882319,46.87447941,2,2.303013294,3.350572021,0,4.915714108,-0.23848756,0,26,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1.590736734,1.145156987,0,0,0
Shannon Strassburg,2.800838237,4.772595017,0,1.507137788,2.989393803,0,5.401472005,-0.227473431,1,27,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5.378849647,3.331071205,0,1,0
Barbara Harris,2.800657819,18.02484401,1,0.170170609,2.817527384,0,3.397170574,-0.037533788,1,29,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.144747037,2.548024366,1,0,-1
William Harvey,2.800241763,10,1,2.025596755,2.074437594,0,0.55364144,0.102415783,0,24,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,6.268277692,3.681641737,0,0,-2
Eleanor Porter,2.799842266,42.5051211,0,0.953742571,2.846443441,0,5.992586114,-0.651933856,1,24,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1.865868384,1.495293929,0,0,-2
Larry Mcclure,2.799771071,11.93559315,0,2.85140501,3.755935501,0,8.198841662,0.877464575,0,22,1,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4.946539723,2.835644195,1,0,2
Christina Pychardo,2.799346396,41.57700067,2,2.899830957,2.840847552,0,4.162530964,1.333812828,1,24,1,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2.681140064,1.885561686,1,0,2
Jim Mchattie,2.799283752,14.89383827,0,3.043038844,2.924699697,0,3.237836326,0.001140721,0,27,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,3.647891671,2.418721614,0,0,1
Clarence Drake,2.799127558,34.16796779,2,1.785290686,3.597287465,0,7.570657279,0.222367361,0,25,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.431370708,1.652832966,0,0,2
Eric Brooks,2.799073309,23.30382998,0,1.632990589,3.001732535,0,5.181807818,-0.146613126,0,28,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3.512814122,2.228299427,0,0,0
Marylou Herring,2.799062953,33.08683574,1,2.151697231,3.102011024,0,6.831941436,0.257937991,1,26,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2.917049414,1.913263682,0,0,0
Margaret Delgado,2.799027832,8.649740116,2,2.221058791,2.90013522,0,1.815690781,-1.008534517,1,25,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4.213843875,2.85687136,0,0,-2
Ronald Santana,2.798917478,28.6143339,0,3.211036058,2.807072466,0,2.896284652,-0.087785893,0,28,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3.216712703,1.792134133,0,0,-1
Dennis Lorraine,2.79814103,10,0,1.550623768,2.170002086,0,1.069358361,-0.844078522,0,29,1,3,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,6.177055909,3.424654648,0,1,-2
Richard Clark,2.797887302,25.43972535,0,1.157345217,2.06612951,0,3.243786847,-0.087898472,0,33,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,3.276183887,2.055895393,0,0,-2
Jean Ford,2.79735959,2.178247813,0,1.408366261,2.007197161,0,2.306475862,-0.483969562,1,27,1,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,4.852901436,3.08072327,0,0,-2
Adrienne Hunter,2.797236749,24.8577459,2,1.642801957,2.145246265,0,1.741986997,0.074358379,1,25,1,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.425459989,1.874777685,0,0,-2
Johnny Clark,2.797227276,27.38481325,0,0.723629967,1.674496656,0,3.520841543,-0.147209903,0,25,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3.448689652,2.238432792,0,0,-2
Jonathon Etheridge,2.796616301,45.16318214,0,0.420349172,2.210409487,0,1.264331811,-1.20312085,0,26,1,2,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1.836661523,1.445385578,0,0,-2
Marvin Love,2.796527887,13.16556923,0,2.149508142,3.669743366,0,7.246878388,-0.292413382,0,24,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4.283531098,2.635409697,0,0,1
Goldie Bibeau,2.796360707,50.1390009,1,2.166070926,2.520667623,0,4.785560205,-0.647802552,1,24,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1.356746347,1.163649992,0,1,-2
Jacob Harris,2.796294548,44.3630113,0,1.646943238,1.833442369,0,0.444390839,-0.279949034,0,26,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2.198956426,1.635201268,0,0,-2
Randal Mckinney,2.795747066,28.75821669,0,2.638674971,2.552214785,0,3.073086314,0.180418834,0,22,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3.04891587,2.171973571,0,0,0
Joseph Perez,2.795707049,27.88475724,0,2.279312223,1.680440249,0,0.547356303,-1.189941959,0,25,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2.796493366,2.132457445,0,1,-2
Thomas Simpson,2.795360238,42.77316732,0,1.630726238,2.473780254,0,-0.971020557,-1.427075405,0,24,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1.791522333,1.450001854,0,0,-2
Genevieve Hudgens,2.795266261,46.2613258,0,2.912707681,2.777618827,0,5.123615222,0.730403437,1,21,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.02083507,1.267534356,0,0,0
Marilyn Edmonds,2.795132529,38.62048312,0,3.600608563,3.548574165,0,5.510797585,0.351029763,1,25,1,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2.978437598,1.760035467,0,0,1
Darryl Miles,2.795112648,21.70155087,0,1.555426221,2.624351277,0,4.43917974,0.015328717,0,22,2,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.936128175,2.606200944,0,0,1
Douglas Goodson,2.794820774,23.23468885,0,1.072555842,2.366278976,0,3.287126396,-0.303153917,0,27,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.91775363,2.556637502,0,0,-2
Marina Miller,2.794624822,58.86141393,0,1.26775148,2.177890707,0,2.999576401,-0.709966374,1,21,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0.319295882,0.798395911,0,0,-2
Gaylord White,2.794440319,83.26396302,0,0.71344954,2.357128013,0,4.828543425,-0.172216274,0,28,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.348190183,0,0,-2
Caprice Baker,2.79441898,77.76959472,1,1.676709382,3.190765218,0,6.039652035,0.141045373,1,24,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Natalie Salas,2.794201581,51.11345846,0,2.983711203,3.375239947,0,5.956386036,-0.132171749,1,24,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1.075457922,0.907794054,0,0,0
Jesus Westberg,2.794166357,34.65888341,0,3.420508423,2.83590345,0,2.261598303,0.310585793,0,30,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.300488803,1.938589565,0,0,1
Thomas Diaz,2.794015978,42.55359839,1,1.233143489,4.049380237,0,6.775840127,0.616070313,0,21,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1.560974535,1.140082039,1,1,2
Lucy Glass,2.79371534,20.91434909,0,3.329043551,2.619983074,0,0.458098285,-1.92754528,1,21,1,0,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3.902864574,2.621814232,0,0,-2
Jeanette Gamble,2.793680391,12.46584618,1,1.658181173,3.547108091,0,4.358322749,1.06710765,1,22,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.460771854,2.91497413,0,0,2
Ronald Porter,2.793578956,10.86536353,0,2.005982006,2.19595958,0,2.986094977,-0.600551439,0,29,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4.611639805,2.74417954,0,0,-2
Jerry Yang,2.793544615,24.76919435,0,2.316433026,2.279580277,0,0.437465155,0.037453729,0,21,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3.513350277,2.431311464,0,1,-2
Christina Holmes,2.793464661,21.77672167,0,2.580828044,3.13909409,0,5.728050167,0.146134952,1,23,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3.651272773,2.416153102,0,0,1
Anna Shapiro,2.793461586,10,0,1.846361523,2.281162302,0,2.759891286,0.33105632,1,28,1,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,6.123562683,3.641418946,0,0,-2
Patricia Evans,2.79305252,36.13230023,0,2.690166663,2.311366488,0,-0.436377791,-0.753660157,1,27,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.705751946,1.991241542,0,0,-2
Margie Terrell,2.793015409,56.80883727,1,1.816937454,2.332666881,0,3.462039286,0.54137787,1,23,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.338242405,0.698256977,1,0,-1
Nancy Lack,2.792978904,54.93999036,0,4.226719888,4.332878999,0,3.594928862,-0.399152555,1,24,1,1,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1.198506296,1.169242668,1,0,2
Charles Mclaughlin,2.792848796,43.90788456,0,2.51065056,2.895784537,0,2.752059606,0.048524296,0,26,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.055675864,1.439886435,0,0,0
Richard Brister,2.792478868,14.68936552,0,1.450354657,1.650778256,0,-1.674790664,-1.17000147,0,35,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,4.56932036,2.630225505,0,0,-2
Walter Dewitt,2.79236217,29.27486286,0,1.065721959,2.190268554,0,-1.575030122,-1.374782565,0,27,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3.200092232,1.988952508,0,0,-2
Anthony Thompson,2.792352509,84.75702942,0,2.432608487,3.35608994,0,4.217788481,-0.152737066,0,30,2,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Shirley Delisio,2.792278514,46.10931897,1,3.237318422,3.160791273,0,3.674434399,0.384479084,1,29,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1.976491575,1.348501151,0,0,2
Yvonne Boulds,2.791890399,55.09009324,0,2.130989179,2.063428236,0,-0.053396094,0.38970801,1,33,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1.112973571,1.18887595,0,0,-2
Keith Horn,2.791883057,5.938071659,0,1.08310184,2.61844097,0,1.131134039,0.542315068,0,34,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,5.381406978,2.997728879,0,0,0
Eileen Hall,2.791850869,19.28139071,1,1.587769052,2.418953538,0,2.553672622,1.164529502,1,22,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.156117989,2.777789922,0,0,-1
Marcia Martinez,2.791407698,59.57823613,0,1.708047836,1.830389267,0,-1.560084374,-1.993790257,1,23,1,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.347268293,0.693034695,0,0,-2
Rachel Roth,2.791281752,51.74202176,0,0.96125529,2.359314375,0,4.700550621,-0.650277389,1,29,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1.246130249,1.111005792,0,0,-2
Ralph Constantine,2.791187282,29.58058053,1,2.336916137,2.5322205,0,1.899056159,-1.01968622,0,25,1,2,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2.905231937,2.212755719,0,1,-2
Robert Adamo,2.791182145,68.16554516,0,-0.920035184,1.864709073,0,1.36416724,-1.766009124,0,32,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.109871987,0,0,-2
Kenneth Spriggs,2.791002606,10,0,2.676053972,2.770626455,0,4.950938587,0.47093,0,27,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,5.825963836,3.259066838,0,0,0
Tracy Urrutia,2.790749623,16.56468288,0,0.973108282,2.196012464,0,4.901452264,-0.186391178,1,30,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4.065846668,2.761751096,0,1,-2
Dawn Hooker,2.790714284,2.61885375,0,3.153591484,2.45639039,0,1.129380107,-0.153051222,1,28,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4.958579838,3.076417398,0,0,-2
Joshua Stephens,2.790671187,8.988407459,0,1.898377936,2.964691324,0,5.168178614,-0.039624497,0,21,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.684105584,2.790141806,0,0,1
Frank Hagan,2.790441012,43.01364081,0,1.814517855,2.394869243,0,5.787739649,0.210419629,0,26,2,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1.26102594,1.082439123,0,1,-2
Marilyn Huntington,2.789569752,67.62357476,0,1.095142372,2.136653441,0,2.056690964,-1.129267488,1,27,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.470400909,0,1,-2
Wendy Nichols,2.789360707,36.69881953,0,0.993984854,2.03690924,0,4.521710687,-0.098272534,1,31,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.82897877,1.550710596,1,0,-2
Michael Middleton,2.789319862,3.828853026,1,1.084398144,2.941484042,0,5.958877816,-0.812509531,0,26,1,3,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,5.197043358,2.981928472,0,0,-2
Oscar Bodak,2.789121443,44.20033385,2,2.268336387,3.570293379,0,7.288009654,0.801214296,0,35,1,1,0,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1.807056896,1.536078068,0,0,2
Audra Adams,2.788960301,47.05309689,0,0.854015603,3.373310373,0,6.517904842,-0.132527369,1,33,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1.898857494,1.355733975,0,0,0
John Griffin,2.788798725,41.63758268,2,1.529253629,3.415561468,0,6.230730417,0.209624895,0,24,1,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.947548349,1.506370413,1,0,2
Vanessa Norman,2.788134138,52.21922914,1,2.665171226,3.364884795,0,4.217050276,-0.177122119,1,32,2,2,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1.210412784,1.218241317,0,0,1
Billy Black,2.787758996,35.21740472,0,2.671544497,2.940453515,0,2.125837251,-0.429773076,0,30,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.961877133,1.987310692,1,0,0
Jessie Goad,2.787541696,2.300298811,0,2.617400618,2.126154619,0,-1.871101402,-0.885099783,1,30,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,5.360396111,3.246057338,0,0,-2
Betty Young,2.78682522,53.35685263,0,0.477930661,1.887655089,0,6.342448253,0.71564074,1,25,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.733243212,0.855351347,0,0,-2
Ted Davis,2.786803634,24.01816821,0,1.615320505,2.50025358,0,3.565661028,0.345923329,0,28,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3.422356666,1.976159768,0,0,-1
Michael Anthony,2.786405969,25.50459728,0,0.340995944,2.694637514,0,6.785999366,-0.062518158,0,29,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,3.131035937,2.174397428,0,0,-2
Donovan Brown,2.78637296,41.27009894,0,1.78330991,3.357658088,0,3.787241933,0.191315355,0,29,2,2,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1.622102422,1.317000493,0,0,1
Raymond Claypool,2.786270629,24.46932754,1,2.850510326,3.242104304,0,1.916941159,-0.496727909,0,27,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,3.108219242,2.019425551,0,0,0
Kirsten Walters,2.786167569,56.0435177,1,2.261230522,3.035797236,0,4.884832017,0.567486598,1,25,1,3,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1.342375519,1.191457341,0,0,2
Sue Adams,2.786033462,16.24977915,1,0.166051905,1.459022604,0,1.179559113,-1.262278464,1,30,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4.108064853,2.389289943,0,1,-2
Sean Thompson,2.785936494,37.12480882,1,2.791471671,3.594924579,0,4.717444564,0.356784207,0,33,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.455825023,1.842124296,0,0,2
Patrick Cook,2.785718891,7.59318331,1,2.027543836,2.799878778,0,3.988318393,-0.849309573,0,36,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,5.333143904,3.296752385,0,1,-2
