,Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Race,Sex,Age,Birth Origin,Education,Undergraduate Degree,Educational Prestige,Sports,Criminal Record,Arrest Record,LinkedIn Score,Responsible Social Media Use,HireVue Score
6532,Roxanne Hesse,3.966844562,73.02561492,2,1,0,0,4,0.904152359,0,1,35,United States,1,Engineering,2,None,0,0,0,1,1
6533,Brian Wittenberg,3.379709977,31.36025237,0,1,0,0,2,1.064268905,0,0,31,United States,1,Sciences,1,None,1,1,1,1,0
6534,Barbara Veer,2.987146464,27.25976352,1,1,0,0,3,0.545643678,4,1,30,United States,1,Sciences,3,Club/Intramural,1,1,1,1,1
6535,Kristopher Sterner,4.256512229,110.0796828,2,1,0,0,5,0.102981378,3,0,32,United States,1,Engineering,1,Club/Intramural,0,0,0,1,0
6536,Bob Solesbee,3.287585716,51.79126031,1,0,0,0,4,0.564884812,0,0,31,United States,1,Engineering,3,Club/Intramural,0,0,0,1,0
6537,Oscar Bodak,2.95667196,28.05278887,2,1,0,0,4,0.225527722,2,0,35,Mexico,0,None,0,None,0,0,2,1,0
6538,Debbie Mcquistion,3.782508491,25.98861962,0,1,0,0,4,0.427452878,0,1,29,United States,2,Quantitative,2,None,0,0,2,1,2
6539,Harold Peck,2.954853524,22.80103986,2,3,0,0,2,0.544601406,2,0,25,Mexico,1,Engineering,1,NCAA/Professional,0,0,0,1,1
6540,Gail Bronk,3.092441472,27.15007651,0,2,0,0,3,0.536257734,0,1,28,United States,1,Quantitative,3,None,0,0,1,1,0
6541,Diane Powell,2.626042014,106.8637455,2,1,0,0,4,0.661079521,0,1,27,United States,2,Humanities,1,None,0,0,1,1,2
6542,Matthew Parker,3.42220359,5.44630657,1,3,0,0,4,0.615508489,3,0,24,United States,1,Quantitative,1,NCAA/Professional,0,0,0,1,2
6543,Brian Gauvin,2.506934864,8.29893772,2,3,0,0,5,0.564509823,0,0,28,United States,1,Engineering,2,None,0,0,1,1,0
6544,Javier Hamlin,3.408512754,114.0028597,0,2,0,0,4,0.688635345,0,0,31,United States,2,Humanities,3,Club/Intramural,0,0,1,1,1
6545,Orlando Dirksen,3.844070604,41.32834062,1,3,0,0,3,0.861437723,0,0,22,India,1,Humanities,1,Club/Intramural,0,0,2,1,1
6546,Dorian Pace,3.450206668,9.343943901,2,2,0,0,3,0.372647247,0,0,27,United States,1,Sciences,2,None,0,0,2,1,2
6547,Barry Aldridge,4.290147356,13.19471085,0,4,0,0,6,0.565979231,0,0,34,United States,2,Humanities,2,None,0,0,1,1,2
6548,Nancy Covington,4.031012764,17.23777217,1,2,0,0,2,0.491788538,0,1,37,United States,1,Engineering,2,None,0,0,1,1,1
6549,Allison Stumpe,3.422977667,57.0023401,1,1,0,0,4,0.660848413,0,1,31,United States,1,Humanities,1,None,0,0,0,1,2
6550,Charlie Shouse,2.895144878,71.13591445,2,2,0,0,3,0.767888841,0,0,33,United States,1,Quantitative,1,None,1,1,1,1,1
6551,Scott Ybarra,2.890585266,56.21725642,0,3,0,0,3,0.418040651,0,0,25,United States,1,Humanities,2,None,0,0,1,1,2
6552,John Markey,3.10890286,38.11752568,2,0,0,0,4,0.570789615,0,0,22,United States,1,Engineering,2,None,0,0,1,1,2
6553,Michelle Smith,2.415452425,5.012219269,1,3,0,0,3,0.856258245,1,1,27,United States,1,Quantitative,1,Club/Intramural,0,1,0,1,2
6554,Manuela Munoz,3.466182392,24.43676901,0,0,0,0,6,0.72923293,0,1,25,United States,1,Humanities,1,None,0,0,0,1,0
6555,Ina Soehl,4.003856539,90.4035212,1,0,0,0,6,0.777650955,0,1,23,United States,1,Engineering,2,None,0,0,1,1,2
6556,Mary Hutto,2.588384327,5.073644256,2,3,0,0,2,0.408838305,0,1,23,United States,1,Engineering,2,Club/Intramural,1,1,2,1,1
6557,James Greenberg,3.612419617,2.643454058,1,2,0,0,3,0.667642174,0,0,34,Canada,1,Quantitative,1,None,0,0,1,1,1
6558,Sophie Ball,2.976102301,11.94845847,1,3,0,0,3,0.367019629,0,1,36,United States,1,Humanities,1,Club/Intramural,0,0,0,1,0
6559,John Grundy,2.844773547,10.56722956,0,0,0,0,5,0.749132303,0,0,30,United States,1,Engineering,2,Club/Intramural,0,0,1,1,2
6560,Hubert Sacchetti,3.471093826,74.38118724,0,4,0,0,3,0.615774554,0,0,32,United States,1,Engineering,3,None,0,0,1,1,0
6561,Roy Murphy,2.99321117,37.83300829,2,1,0,0,2,0.509425929,0,0,29,United States,1,Engineering,2,None,0,0,1,1,1
6562,Cheryl Weigand,3.887594589,52.01171748,2,1,0,0,3,0.635054593,0,1,28,India,1,Engineering,1,None,0,0,1,1,0
6563,Dennis Caldwell,3.188439998,79.57338126,1,4,0,0,1,0.530875369,0,0,31,United States,1,Quantitative,1,None,1,1,0,1,0
6564,Ryan Harding,2.54641753,63.65310647,1,1,1,0,3,0.121909144,0,0,27,United States,1,Humanities,1,Club/Intramural,0,0,1,1,2
6565,Jeffrey Kaminsky,3.911680144,34.99754253,2,0,0,0,2,0.133283248,0,0,36,United States,1,Sciences,1,Club/Intramural,0,0,2,1,2
6566,James Holland,3.269549812,28.67693149,2,4,0,0,4,0.180931904,2,0,23,United States,1,Sciences,1,None,0,0,1,1,1
6567,Clarence Gafford,2.95088923,82.71593281,0,1,0,0,2,0.630738377,0,0,29,United States,1,Engineering,3,NCAA/Professional,0,0,0,1,0
6568,Jose Tice,3.2918665,75.20591113,0,4,0,0,5,0.566951586,0,0,33,United States,1,Sciences,1,Club/Intramural,0,0,1,1,1
6569,Miguel Murray,3.097460728,87.73218921,1,3,0,0,3,0.511308613,0,0,26,China,1,Quantitative,3,None,0,0,1,1,0
6570,Chad Kimber,2.939353076,102.3037663,1,4,0,0,3,0.580441372,0,0,24,United States,1,Humanities,2,None,0,0,1,1,1
6571,Steven Jackman,3.095367331,41.87603491,1,1,0,0,4,0.410144188,0,0,24,China,1,Quantitative,2,None,0,0,0,1,1
6572,Michele Mendoza,3.06837627,86.66390977,2,4,0,0,4,0.578506132,0,1,30,United States,2,Engineering,2,Club/Intramural,0,0,0,1,2
6573,Glenn Hull,3.509692663,38.54235452,0,2,0,0,4,0.545343216,0,0,26,United States,1,Quantitative,1,None,0,0,0,1,1
6574,Sonja Snyder,3.41723781,48.11447952,1,2,0,0,0,0.746944748,0,1,27,United States,1,Engineering,1,Club/Intramural,0,0,1,1,1
6575,Michael Abbate,3.459986368,64.35872268,1,1,0,0,2,0.605945798,0,0,32,United States,2,Quantitative,1,None,0,0,2,1,1
6576,Michael Allard,3.159537578,40.56978994,1,0,0,0,4,0.410291184,0,0,26,China,1,Sciences,3,None,0,0,0,1,2
6577,Ralph Savage,3.097926095,22.77166985,2,0,0,0,3,0.420517137,0,0,25,United States,0,None,0,None,0,0,0,1,1
6578,Kevin Busbee,2.864313721,6.308454592,2,2,0,0,5,0.491015805,4,0,26,United States,1,Engineering,2,None,0,0,1,1,0
6579,Morris Nunez,2.27386911,37.32001665,1,2,0,0,3,0.44457179,0,0,26,United States,2,Sciences,1,NCAA/Professional,0,0,1,1,0
6580,Juan Barbour,3.50806595,85.87122798,1,1,0,0,2,0.025987858,0,0,21,United States,1,Sciences,2,NCAA/Professional,0,0,0,1,1
6581,Willie Reilly,3.493935212,70.56386474,0,3,0,0,3,0.373746771,2,0,25,United States,1,Humanities,1,NCAA/Professional,0,0,0,1,1
6582,Ronda Doten,3.528164084,72.83982468,0,2,0,0,3,0.400200796,0,1,25,United States,1,Sciences,2,Club/Intramural,0,0,0,1,1
6583,David Kaiser,3.267546995,114.4176138,0,1,0,0,4,0.5253659,0,0,25,United States,1,Quantitative,2,NCAA/Professional,0,0,0,1,0
6584,Mabel Laney,3.122484355,43.84741329,1,3,0,0,5,0.054369253,0,1,23,United States,1,Humanities,2,None,0,0,1,1,1
6585,Carolyn Lozada,3.509038392,28.98783743,1,2,0,0,3,0.282012467,0,1,28,United States,1,Humanities,2,Club/Intramural,0,0,1,1,0
6586,Thelma Lanham,3.724005614,44.09383795,0,1,0,0,3,0.838075395,0,1,29,United States,2,Sciences,2,None,0,0,2,1,1
6587,James Lovett,2.501205051,21.26562533,0,4,0,0,5,0.489821434,3,0,26,United States,1,Engineering,2,Club/Intramural,0,0,1,1,2
6588,Brenda Solomon,2.711920971,0.083772696,0,1,0,0,3,0.407852375,1,1,33,China,1,Quantitative,1,None,0,0,2,1,0
6589,Elizabeth Lewis,3.564753711,61.49009778,0,1,0,0,4,0.846227418,0,1,31,United States,0,None,0,None,0,0,0,1,1
6590,Angel Medders,2.415874022,19.14797683,1,3,0,0,5,0.550852316,0,0,32,United States,1,Humanities,2,None,0,0,1,1,2
6591,Thomas Mendez,2.407524103,66.77018536,1,1,0,0,5,0.685297412,0,0,25,United States,2,Humanities,1,None,0,0,1,1,1
6592,Michael Copher,2.41509961,28.33886662,0,2,0,0,4,0.505111651,0,0,21,United States,1,Engineering,3,None,0,0,0,1,0
6593,Jack Zimmer,3.720435796,18.79197671,2,0,0,0,4,0.850924274,2,0,23,United States,1,Engineering,1,NCAA/Professional,0,0,1,1,1
6594,Ryan Rogers,3.010371545,87.97965375,0,0,0,0,0,0.448061296,0,0,25,United States,1,Engineering,2,Club/Intramural,0,0,0,1,2
6595,Oliver Watson,3.463775198,93.41142992,2,3,0,0,4,0.202115524,2,0,23,United States,2,Humanities,2,None,0,0,1,1,0
6596,Charles Jones,3.604107269,34.59061052,2,0,0,0,0,0.358468997,0,0,34,United States,1,Humanities,2,Club/Intramural,0,0,1,1,1
6597,William King,3.769547227,40.98672197,1,1,0,0,5,0.518821496,0,0,24,United States,1,Engineering,1,None,0,0,0,1,0
6598,Steven Marsaw,3.287791173,65.27537516,0,3,0,0,6,-0.080650154,0,0,30,India,2,Quantitative,2,Club/Intramural,0,0,1,1,1
6599,Emma Mcfarland,2.417911658,25.92749816,1,4,0,0,6,0.853317012,2,1,23,United States,2,Humanities,1,None,0,0,2,1,1
6600,Clara Lanham,2.513545207,34.91925508,1,0,0,0,3,0.756777207,3,1,24,Canada,2,Quantitative,3,None,0,0,2,1,2
6601,Tatyana Noland,3.851307655,2.979638883,2,2,0,0,3,0.15593068,0,1,22,United States,1,Humanities,2,NCAA/Professional,0,0,1,1,1
6602,Marie Osborne,2.672539377,42.66099924,2,4,0,0,1,0.52508151,2,1,26,United States,1,Sciences,3,None,0,0,1,1,0
6603,Frank Anderson,3.12384098,14.56329675,0,3,0,0,3,0.267848141,0,0,30,China,1,Engineering,2,Club/Intramural,0,0,2,1,2
6604,William Friou,3.441196841,101.6359881,2,3,0,0,3,0.525247447,0,0,30,United States,2,Engineering,3,None,0,0,1,1,0
6605,Frederick Graig,3.043603533,10.84798625,1,1,0,0,1,0.613717977,0,0,22,Mexico,2,Sciences,2,None,1,1,1,1,1
6606,Larry Ortiz,2.869592619,46.22276844,0,1,0,0,3,0.924403717,0,0,25,China,1,Quantitative,2,None,0,0,1,1,0
6607,Andy Frederick,3.11810403,21.71464977,0,3,0,0,2,0.123811092,0,0,22,China,1,Sciences,3,None,0,0,1,1,2
6608,Valerie Looney,3.351548128,16.91350763,1,1,0,0,2,1.020560506,0,1,26,United States,1,Engineering,3,None,0,0,1,1,0
6609,Timothy Inlow,2.950650628,33.38907073,2,3,0,0,1,0.212711343,0,0,27,Canada,2,Humanities,2,Club/Intramural,0,0,1,1,1
6610,Amy Rosamond,3.861399709,4.463112991,1,4,0,0,1,0.102302571,0,1,22,United States,1,Humanities,1,None,0,0,1,1,0
6611,Martha Scott,2.873285135,12.96364852,2,3,0,0,3,0.334946548,0,1,31,United States,1,Humanities,2,None,0,0,2,1,1
6612,Andre Hernandez,2.815091313,42.52303385,0,3,0,0,4,0.905245579,3,0,28,United States,1,Quantitative,2,Club/Intramural,0,0,1,1,1
6613,Michael Joplin,3.236647278,41.71811258,0,2,0,0,3,0.218147051,0,0,23,United States,1,Quantitative,2,None,0,0,2,1,2
6614,Cathy Rothrock,2.582092046,33.06151957,0,2,0,0,4,0.591317914,1,1,25,United States,1,Engineering,2,NCAA/Professional,0,0,1,1,2
6615,Barbara Cooksey,3.538738097,50.95955477,1,2,0,0,4,0.596314158,1,1,27,United States,1,Humanities,2,Club/Intramural,0,0,1,1,1
6616,James Lucero,3.078846818,18.62149909,0,0,0,0,5,0.730901468,0,0,24,United States,1,Quantitative,2,None,0,0,0,1,1
6617,Naomi Ly,2.548409048,92.26130693,2,1,0,0,1,0.335896348,0,1,22,United States,0,None,0,None,0,0,0,1,1
6618,William Brown,2.858830406,8.863516582,0,4,0,0,3,0.672366587,0,0,27,United States,1,Engineering,1,NCAA/Professional,0,0,1,1,0
6619,Peter Weaver,3.165166482,77.17150383,1,0,0,0,3,0.597183931,0,0,21,United States,1,Humanities,2,Club/Intramural,0,0,0,1,2
6620,Steven Criswell,3.214005273,21.96703749,1,0,0,0,5,0.731089815,0,0,23,United States,1,Engineering,2,None,0,0,2,1,0
6621,James Shipley,3.53052017,1.576966098,1,1,0,0,5,0.300618693,0,0,31,United States,1,Humanities,2,Club/Intramural,0,0,2,1,1
6622,Cassandra Brooks,3.849462061,59.21426406,0,4,0,0,1,0.653908017,0,1,30,United States,1,Sciences,1,Club/Intramural,0,0,1,1,2
6623,Arthur Tarrant,3.808683947,16.47881859,0,0,0,0,5,0.757188216,0,0,30,United States,1,Sciences,2,None,0,0,0,1,0
6624,Marcus Ridge,2.922922917,23.22725867,1,1,0,0,2,0.560956544,1,0,29,China,1,Humanities,2,Club/Intramural,0,0,2,1,2
6625,Esperanza Moxley,2.953998332,41.52974826,2,2,0,0,5,0.761621228,0,1,28,United States,2,Quantitative,2,None,0,0,1,1,1
6626,Valerie Ehmann,3.041390147,71.10389219,0,2,0,0,6,0.854897967,1,1,27,United States,2,Quantitative,2,None,0,0,1,1,1
6627,Corene Warren,3.250019276,12.91244673,1,0,0,0,4,0.480674815,2,1,27,United States,2,Humanities,2,None,0,0,2,1,1
6628,Humberto White,3.46457264,24.74792074,1,1,0,0,5,0.805570439,3,0,22,United States,1,Humanities,2,None,0,0,1,1,1
6629,Shirly Allen,2.2272681,45.45365481,0,1,0,0,0,0.562475128,0,1,32,United States,1,Humanities,3,None,0,0,1,1,2
6630,John Phan,2.364330558,0.283294934,2,1,0,0,3,0.521969477,0,0,28,United States,1,Engineering,2,None,0,0,2,1,0
6631,Johnnie Williams,3.843195294,75.0507718,2,4,0,0,5,0.589570481,3,1,23,United States,2,Humanities,1,Club/Intramural,0,0,1,1,2
6632,Bianca Williams,2.899392005,47.88034568,1,2,0,0,2,0.591379029,0,1,23,United States,1,Quantitative,2,None,0,0,0,1,0
6633,Cynthia Bruce,3.899947578,48.57456987,2,2,0,0,4,0.74162583,0,1,24,United States,2,Engineering,2,None,0,0,0,1,1
6634,Angeline Diller,2.230672416,55.56090196,2,4,0,0,1,0.84940404,0,1,30,United States,1,Engineering,1,Club/Intramural,0,0,1,1,1
6635,William Morrow,3.007877027,113.6158699,2,1,0,0,1,0.735267104,0,0,27,United States,1,Humanities,1,Club/Intramural,0,0,2,1,1
6636,Jean Schaming,3.139276186,48.91654379,2,3,0,0,4,0.137359569,3,0,23,United States,1,Quantitative,2,Club/Intramural,0,0,1,1,0
6637,Richard Jones,4.095575735,34.6757489,0,1,0,0,5,0.687291079,0,0,22,United States,1,Engineering,2,None,1,1,1,1,0
6638,Alma Cohen,3.580537201,77.62030515,2,4,0,0,2,0.756144597,0,1,24,United States,1,Quantitative,2,Club/Intramural,0,0,2,1,1
6639,Kevin Ranck,3.172529488,29.96765888,1,0,0,0,4,0.57990208,0,0,34,United States,1,Humanities,1,Club/Intramural,0,0,0,1,0
6640,Fawn Martines,2.763847373,41.14433194,2,2,0,0,5,0.96123755,2,1,21,United States,2,Engineering,2,NCAA/Professional,0,0,0,1,1
6641,Richard Griffin,2.788440171,109.282842,1,4,0,0,3,0.849975389,0,0,26,United States,1,Sciences,1,None,0,0,0,1,0
6642,Harold Manley,2.251686739,30.57517626,1,2,0,0,4,0.489387931,0,0,28,United States,1,Engineering,1,None,0,0,1,1,1
6643,William Wagner,3.272437036,17.43275487,1,0,0,0,2,0.35711932,0,0,33,United States,1,Engineering,3,Club/Intramural,0,0,1,1,0
6644,Linda Finch,4.253838437,17.80122478,0,1,0,0,2,0.270267167,0,1,23,United States,1,Humanities,2,Club/Intramural,0,0,0,1,2
6645,Warren Mcintire,2.960890221,7.684325872,0,0,0,0,1,0.6486353,0,0,28,United States,1,Sciences,2,None,0,0,1,1,1
6646,Melissa Hall,3.70647173,2.015793829,1,0,0,0,4,0.500409983,1,1,33,United States,1,Quantitative,2,None,0,0,1,1,0
6647,Armida Bernacchi,2.807874894,54.2783548,0,4,0,0,5,0.385520205,0,1,33,United States,1,Sciences,2,Club/Intramural,0,0,1,1,1
6648,Van Smith,2.553367834,14.60629626,1,3,0,0,5,0.157861797,4,0,25,United States,2,Engineering,1,Club/Intramural,0,0,2,1,1
6649,Arden Head,3.305166878,45.94458233,1,0,0,0,4,0.442504377,0,0,23,United States,2,Quantitative,1,None,0,0,1,1,0
6650,Robert Pregler,3.11766567,46.46203358,0,4,0,0,2,1.021065523,0,0,23,Mexico,1,Humanities,2,Club/Intramural,0,0,1,1,0
6651,Ronald Robertson,3.957798075,12.45520133,2,1,0,0,5,0.571170692,2,0,30,Canada,1,Engineering,2,Club/Intramural,0,0,0,1,0
6652,Lori Bloxom,2.91544812,72.73527189,0,3,0,0,1,0.644843764,0,1,30,United States,1,Engineering,2,None,0,0,0,1,2
6653,Bernice Stewart,2.646317426,26.46888189,2,4,0,0,2,0.607401671,0,1,29,United States,2,Sciences,3,NCAA/Professional,0,0,2,1,1
6654,Joe Rodger,2.977899138,49.76286748,1,4,0,0,5,0.413822309,0,0,27,United States,1,Humanities,2,None,0,0,1,1,0
6655,Herschel Knowles,2.753836773,12.90546799,2,2,0,0,1,0.468938931,2,0,25,United States,1,Humanities,1,Club/Intramural,0,0,1,1,1
6656,Evelyn Canada,3.324246716,15.24130626,0,3,0,0,4,-0.030590684,2,1,26,United States,1,Sciences,2,Club/Intramural,0,0,1,1,0
6657,Ebony Morales,3.906130937,38.1299609,1,4,0,0,5,0.091379219,0,1,21,United States,1,Humanities,3,Club/Intramural,0,0,0,1,2
6658,Ralph Winship,3.433310881,39.05596984,0,2,0,0,5,-0.095102166,0,0,28,United States,2,Engineering,2,Club/Intramural,0,0,1,1,2
6659,Lynn Stolle,3.081261272,19.0676549,2,3,0,0,4,0.432159094,4,0,31,United States,1,Sciences,2,Club/Intramural,0,0,0,1,1
6660,Johnny Kyger,3.24936895,81.36118465,2,2,0,0,4,0.661073194,0,0,27,United States,1,Humanities,2,Club/Intramural,0,0,0,1,2
6661,George Dewey,2.959073554,48.26222439,1,2,0,0,2,0.659260997,0,0,22,United States,2,Engineering,2,None,0,0,2,1,0
6662,Randall Crumley,2.652346627,24.70921,0,1,0,0,3,0.222369218,0,0,25,United States,1,Humanities,2,NCAA/Professional,0,0,0,1,2
6663,Mike Horton,2.908573675,31.04798625,0,4,0,0,2,0.782165456,0,0,28,United States,1,Quantitative,2,None,0,0,1,1,1
6664,William Ball,3.777790288,25.68526994,2,3,0,0,5,0.435214874,2,0,22,United States,1,Quantitative,2,NCAA/Professional,0,0,0,1,1
6665,Eddie Kerns,3.57542391,66.0269039,0,1,0,0,3,-0.000453549,4,0,27,United States,1,Sciences,2,None,1,1,1,1,2
6666,Ronald Park,4.054426078,6.270450297,2,3,0,0,3,0.713026618,1,0,25,United States,1,Quantitative,1,None,0,0,2,1,0
6667,Ricky Stiles,2.695104224,104.4152933,1,4,0,0,3,0.052253901,1,0,30,United States,1,Sciences,2,None,0,0,1,1,1
6668,Paul Hendrix,2.366811416,76.93055729,2,0,0,0,5,0.48795196,0,0,33,United States,1,Humanities,2,None,0,0,1,1,2
6669,Stephanie Wells,3.120311754,12.25919524,2,4,0,0,5,0.740472514,0,1,31,United States,1,Humanities,2,None,0,0,0,1,2
6670,James Prechtel,3.368048561,36.9210299,2,0,0,0,4,0.309053998,0,0,27,India,1,Humanities,3,Club/Intramural,0,0,0,1,1
6671,Lori Kettle,2.639847113,43.53044444,2,3,0,0,1,0.904774756,0,1,24,United States,1,Humanities,2,None,0,0,1,1,2
6672,Andre Gibson,2.159501571,63.03565623,1,0,0,0,3,0.26350981,2,0,22,Canada,1,Quantitative,2,None,0,0,1,1,1
6673,James Small,3.392856371,64.6450723,2,2,0,0,4,0.733010628,0,0,33,United States,1,Quantitative,3,Club/Intramural,0,0,1,1,1
6674,Arnold Herrington,2.664303618,57.52208106,0,2,0,0,3,0.15826551,4,0,24,United States,1,Engineering,3,None,0,0,1,1,2
6675,Gregory Rodriguez,3.500652018,34.67585845,1,3,0,0,4,0.303249399,0,0,36,United States,1,Quantitative,2,NCAA/Professional,0,0,1,1,0
6676,Anthony Montville,2.425365336,8.649652617,2,1,0,0,4,0.475527387,3,0,22,United States,1,Quantitative,2,None,0,0,0,1,1
6677,Dale Lussier,2.974491996,35.81067776,0,3,0,0,4,0.552770351,0,0,23,United States,1,Humanities,2,None,1,1,0,1,1
6678,Diane Erlebach,3.101973379,9.751854039,2,2,0,0,2,0.478172908,0,1,26,India,1,Humanities,1,None,0,0,1,1,0
6679,Javier Scott,2.864876963,49.86677189,2,1,0,0,5,0.457403461,2,0,21,United States,1,Sciences,2,None,0,0,0,1,2
6680,Roy Harmon,3.911269668,55.54473762,0,2,0,0,4,0.018250335,3,0,22,United States,1,Sciences,1,Club/Intramural,0,0,1,1,2
6681,Joseph Mcfaul,3.208630174,49.07815945,2,4,0,0,4,0.673331137,0,0,33,United States,2,Humanities,1,None,0,0,0,1,2
6682,Patrick Sanchez,2.749217815,56.08049968,1,3,0,0,3,0.913543612,2,0,34,United States,1,Quantitative,2,None,0,0,2,1,1
6683,Patrick Landers,3.254721853,0.708108782,2,3,0,0,5,0.529998187,0,0,24,United States,1,Engineering,3,None,0,0,0,1,0
6684,Stanley Winn,2.719327515,6.681377304,0,1,0,0,3,0.894934557,0,0,31,United States,1,Quantitative,2,Club/Intramural,0,0,1,1,2
6685,Mary Winter,3.362354694,25.50865473,0,0,0,0,4,0.657289939,1,1,28,United States,2,Engineering,1,Club/Intramural,0,0,2,1,0
6686,Duane Bauer,2.74644701,6.265494734,0,1,0,0,2,0.368993715,0,0,27,United States,1,Humanities,2,None,0,0,1,1,1
6687,Walter Scholl,3.190181246,40.17417337,1,0,0,0,3,0.326949175,0,0,29,United States,1,Humanities,2,Club/Intramural,0,0,0,1,1
6688,Micheal Cross,3.020526758,17.81862756,0,0,0,0,3,0.530325531,0,0,21,United States,1,Humanities,2,None,0,0,2,1,0
6689,Danny Tenney,2.086297833,11.50528017,1,1,0,0,1,0.436274366,0,0,29,United States,1,Humanities,1,Club/Intramural,1,1,1,1,1
6690,Jose Terrell,3.120145033,18.22005932,1,2,0,0,1,0.533294748,0,0,23,United States,1,Quantitative,1,Club/Intramural,0,0,1,1,0
6691,Bobby Stanley,3.156256634,14.99024014,0,2,0,0,1,0.218127173,0,0,27,United States,1,Sciences,1,None,0,0,0,1,1
6692,William Wiley,3.7122971,16.12310273,1,3,0,0,4,0.375204093,0,0,30,United States,2,Quantitative,2,None,0,0,2,1,2
6693,Enrique Woodyard,2.265709717,51.76440733,0,1,0,0,4,0.766558291,0,0,31,United States,2,Humanities,2,Club/Intramural,0,0,0,1,1
6694,Malcolm Wells,3.533066538,52.89223086,0,2,0,0,4,0.579671215,0,0,26,India,1,Humanities,1,Club/Intramural,0,0,0,1,1
6695,Angel Banahan,2.489005422,69.70596596,2,3,0,0,1,0.639643827,0,0,21,India,0,None,0,None,0,0,1,1,2
6696,Kevin Villagomez,2.963176529,21.61845743,2,0,0,0,5,0.717520824,0,0,28,United States,1,Sciences,2,None,0,0,0,1,2
6697,Russell Connelly,3.460360619,49.19248262,2,2,0,0,5,0.658691698,0,0,30,United States,1,Sciences,1,None,0,0,0,1,0
6698,Gretchen Baker,3.321000813,34.2950855,1,2,0,0,1,0.269467665,0,1,23,United States,2,Sciences,2,NCAA/Professional,0,0,2,1,0
6699,Gary Trujillo,2.770797315,44.15811386,2,0,0,0,1,0.109759927,0,0,27,United States,1,Quantitative,1,None,0,0,1,1,0
6700,Kathy Lockhart,3.357260041,62.75878553,2,1,0,0,1,0.275333784,0,1,28,United States,2,Humanities,1,NCAA/Professional,0,0,1,1,0
6701,Brian Kent,3.101900922,80.74029454,2,3,0,0,1,0.875894173,0,0,21,United States,1,Sciences,1,None,0,0,1,1,0
6702,Jennifer Londner,3.329610456,10.34869858,0,2,0,0,3,-0.066377852,0,1,27,United States,1,Engineering,2,None,1,1,0,1,1
6703,Mark Hastings,3.999313433,85.56096174,0,3,0,0,3,0.46352257,0,0,33,United States,1,Quantitative,2,None,0,0,1,1,0
6704,Daniel Jones,4.22250357,20.47173254,2,0,0,0,3,0.676480759,0,0,24,United States,1,Engineering,2,Club/Intramural,0,0,1,1,2
6705,Sarah Spaulding,2.472442467,38.22145196,0,2,0,0,1,0.31174028,0,1,27,United States,1,Quantitative,2,Club/Intramural,0,0,0,1,1
6706,Ruth Jude,3.477105245,55.56504674,1,0,0,0,3,0.296547673,0,1,25,Canada,1,Engineering,2,NCAA/Professional,0,0,1,1,2
6707,Keith Rodriguez,2.12782951,13.44556106,2,4,0,0,1,1.162891369,1,0,29,United States,2,Humanities,1,Club/Intramural,0,0,0,1,1
6708,Jay Green,3.711719791,27.68902127,1,3,0,0,3,0.605574727,0,0,28,United States,1,Humanities,1,None,0,0,0,1,1
6709,Kevin Mullikin,3.47438362,78.17838905,0,4,0,0,1,0.299552348,1,0,22,United States,1,Quantitative,2,None,0,0,1,1,2
6710,Noah Weddle,4.066546959,5.81180002,1,2,0,0,4,0.530492797,0,0,29,United States,1,Quantitative,2,None,0,0,0,1,2
6711,Rex Patrick,2.631062607,78.82777513,2,2,0,0,3,0.321196793,0,0,28,United States,1,Quantitative,1,Club/Intramural,0,0,1,1,2
6712,Mary Morrow,2.755177414,30.81238439,0,3,0,0,3,0.612746605,0,1,24,United States,1,Engineering,1,None,1,1,0,1,2
6713,Holly Roden,3.525643315,73.86778035,1,4,0,0,3,0.704112742,0,1,23,India,0,None,0,None,0,0,2,1,2
